time,pv,cv,sp,kp,ki,kd,sp_change,time_sec
4181158,19.96,52.12,20.0,45.0,9.91,51.08,False,4181.158
4181666,19.96,49.38,20.0,45.0,9.91,51.08,False,4181.666
4182168,19.97,43.0,20.0,45.0,9.91,51.08,False,4182.168
4182668,19.99,48.38,20.0,45.0,9.91,51.08,False,4182.668
4183176,20.01,47.97,20.0,45.0,9.91,51.08,False,4183.176
4183684,20.0,69.49,20.0,45.0,9.91,51.08,False,4183.684
4184186,19.99,53.79,20.0,45.0,9.91,51.08,False,4184.186
4184693,20.01,50.65,20.0,45.0,9.91,51.08,False,4184.693
4185201,19.99,67.3,20.0,45.0,9.91,51.08,False,4185.201
4185708,20.0,57.17,20.0,45.0,9.91,51.08,False,4185.708
4186211,19.98,58.92,20.0,45.0,9.91,51.08,False,4186.211
4186718,19.99,53.91,20.0,45.0,9.91,51.08,False,4186.718
4187226,20.0,56.85,20.0,45.0,9.91,51.08,False,4187.226
4187733,19.98,52.36,20.0,45.0,9.91,51.08,False,4187.733
4188238,19.98,40.63,20.0,45.0,9.91,51.08,False,4188.238
4188745,20.0,58.84,20.0,45.0,9.91,51.08,False,4188.745
4189253,20.0,67.01,20.0,45.0,9.91,51.08,False,4189.253
4189760,20.02,50.55,20.0,45.0,9.91,51.08,False,4189.76
4190262,20.0,47.81,20.0,45.0,9.91,51.08,False,4190.262
4190769,19.99,50.48,20.0,45.0,9.91,51.08,False,4190.769
4191277,20.01,39.36,20.0,45.0,9.91,51.08,False,4191.277
4191784,19.99,50.21,20.0,45.0,9.91,51.08,False,4191.784
4192286,20.01,30.32,20.0,45.0,9.91,51.08,False,4192.286
4192793,20.04,57.48,20.0,45.0,9.91,51.08,False,4192.793
4193301,20.03,49.32,20.0,45.0,9.91,51.08,False,4193.301
4193808,20.02,57.15,20.0,45.0,9.91,51.08,False,4193.808
4194309,20.02,65.94,20.0,45.0,9.91,51.08,False,4194.309
4194816,20.0,44.63,20.0,45.0,9.91,51.08,False,4194.816
4195323,20.01,53.08,20.0,45.0,9.91,51.08,False,4195.323
4195831,20.0,58.6,20.0,45.0,9.91,51.08,False,4195.831
4196333,19.99,50.17,20.0,45.0,9.91,51.08,False,4196.333
4196840,20.0,50.2,20.0,45.0,9.91,51.08,False,4196.84
4197348,19.99,53.64,20.0,45.0,9.91,51.08,False,4197.348
4197855,19.98,51.35,20.0,45.0,9.91,51.08,False,4197.855
4198358,19.96,62.87,20.0,45.0,9.91,51.08,False,4198.358
4198865,19.96,50.02,20.0,45.0,9.91,51.08,False,4198.865
4199373,19.94,30.67,20.0,45.0,9.91,51.08,False,4199.373
4199873,19.96,46.57,20.0,45.0,9.91,51.08,False,4199.873
4200375,20.0,59.69,20.0,45.0,9.91,51.08,False,4200.375
4200882,20.02,38.61,20.0,45.0,9.91,51.08,False,4200.882
4201390,20.04,49.36,20.0,45.0,9.91,51.08,False,4201.39
4201897,20.02,54.57,20.0,45.0,9.91,51.08,False,4201.897
4202400,20.03,44.2,20.0,45.0,9.91,51.08,False,4202.4
4202908,20.0,51.14,20.0,45.0,9.91,51.08,False,4202.908
4203416,20.02,69.99,20.0,45.0,9.91,51.08,False,4203.416
4203923,19.99,50.65,20.0,45.0,9.91,51.08,False,4203.923
4204426,20.0,58.37,20.0,45.0,9.91,51.08,False,4204.426
4204933,20.01,53.5,20.0,45.0,9.91,51.08,False,4204.933
4205441,20.0,47.94,20.0,45.0,9.91,51.08,False,4205.441
4205941,19.99,50.37,20.0,45.0,9.91,51.08,False,4205.941
4206444,19.98,56.9,20.0,45.0,9.91,51.08,False,4206.444
4206952,20.02,53.56,20.0,45.0,9.91,51.08,False,4206.952
4207459,19.99,50.9,20.0,45.0,9.91,51.08,False,4207.459
4207967,20.0,53.27,20.0,45.0,9.91,51.08,False,4207.967
4208469,20.0,49.12,20.0,45.0,9.91,51.08,False,4208.469
4208976,20.03,52.36,20.0,45.0,9.91,51.08,False,4208.976
4209484,20.02,52.03,20.0,45.0,9.91,51.08,False,4209.484
4209991,20.02,54.84,20.0,45.0,9.91,51.08,False,4209.991
4210494,20.0,55.46,20.0,45.0,9.91,51.08,False,4210.494
4211002,20.0,58.59,20.0,45.0,9.91,51.08,False,4211.002
4211509,19.98,42.41,20.0,45.0,9.91,51.08,False,4211.509
4212009,19.99,62.27,20.0,45.0,9.91,51.08,False,4212.009
4212512,19.98,62.36,20.0,45.0,9.91,51.08,False,4212.512
4213019,19.96,63.18,20.0,45.0,9.91,51.08,False,4213.019
4213527,19.99,59.18,20.0,45.0,9.91,51.08,False,4213.527
4214035,20.0,53.63,20.0,45.0,9.91,51.08,False,4214.035
4214537,19.99,47.08,20.0,45.0,9.91,51.08,False,4214.537
4215044,20.03,65.84,20.0,45.0,9.91,51.08,False,4215.044
4215552,20.04,50.68,20.0,45.0,9.91,51.08,False,4215.552
4216060,20.03,53.6,20.0,45.0,9.91,51.08,False,4216.06
4216562,20.03,51.26,20.0,45.0,9.91,51.08,False,4216.562
4217069,20.01,51.14,20.0,45.0,9.91,51.08,False,4217.069
4217571,20.01,46.45,20.0,45.0,9.91,51.08,False,4217.571
4218078,20.0,53.66,20.0,45.0,9.91,51.08,False,4218.078
4218581,19.97,36.62,20.0,45.0,9.91,51.08,False,4218.581
4219088,19.99,58.7,20.0,45.0,9.91,51.08,False,4219.088
4219596,19.96,43.18,20.0,45.0,9.91,51.08,False,4219.596
4220104,19.94,40.98,20.0,45.0,9.91,51.08,False,4220.104
4220607,19.97,58.34,20.0,45.0,9.91,51.08,False,4220.607
4221114,19.95,47.24,20.0,45.0,9.91,51.08,False,4221.114
4221622,19.95,47.99,20.0,45.0,9.91,51.08,False,4221.622
4222130,19.93,49.21,20.0,45.0,9.91,51.08,False,4222.13
4222633,19.94,61.87,20.0,45.0,9.91,51.08,False,4222.633
4223140,20.03,70.48,20.0,45.0,9.91,51.08,False,4223.14
4223641,20.0,29.65,20.0,45.0,9.91,51.08,False,4223.641
4224149,19.99,56.95,20.0,45.0,9.91,51.08,False,4224.149
4224651,19.98,54.27,20.0,45.0,9.91,51.08,False,4224.651
4225159,20.01,63.2,20.0,45.0,9.91,51.08,False,4225.159
4225666,20.01,53.76,20.0,45.0,9.91,51.08,False,4225.666
4226174,20.03,64.3,20.0,45.0,9.91,51.08,False,4226.174
4226677,20.03,52.79,20.0,45.0,9.91,51.08,False,4226.677
4227185,20.02,57.69,20.0,45.0,9.91,51.08,False,4227.185
4227692,20.02,60.71,20.0,45.0,9.91,51.08,False,4227.692
4228200,19.99,57.69,20.0,45.0,9.91,51.08,False,4228.2
4228703,20.02,50.36,20.0,45.0,9.91,51.08,False,4228.703
4229211,20.01,50.81,20.0,45.0,9.91,51.08,False,4229.211
4229711,20.04,43.77,20.0,45.0,9.91,51.08,False,4229.711
4230219,20.03,54.97,20.0,45.0,9.91,51.08,False,4230.219
4230722,20.03,60.64,20.0,45.0,9.91,51.08,False,4230.722
