time,pv,cv,sp,kp
515225,49.47,39.81,50.0,75.0
515748,49.42,43.33,50.0,75.0
516271,49.4,45.28,50.0,75.0
516794,49.28,54.27,50.0,75.0
517317,49.17,62.08,50.0,75.0
517840,49.13,65.2,50.0,75.0
518363,49.03,73.02,50.0,75.0
518886,48.9,82.39,50.0,75.0
519409,48.81,89.03,50.0,75.0
519932,48.84,87.08,50.0,75.0
520455,48.98,76.53,50.0,75.0
520978,49.04,72.24,50.0,75.0
521501,49.21,58.95,50.0,75.0
522026,49.4,45.28,50.0,75.0
522549,49.45,41.38,50.0,75.0
523073,49.48,38.64,50.0,75.0
523596,49.46,40.6,50.0,75.0
524118,49.44,42.16,50.0,75.0
524642,49.39,45.67,50.0,75.0
525165,49.29,53.49,50.0,75.0
525688,49.19,60.91,50.0,75.0
526211,49.07,69.5,50.0,75.0
526734,48.96,78.1,50.0,75.0
527257,48.91,82.0,50.0,75.0
527780,48.82,88.25,50.0,75.0
528303,48.86,85.52,50.0,75.0
528826,49.03,72.63,50.0,75.0
529348,49.12,65.99,50.0,75.0
529871,49.29,53.49,50.0,75.0
530396,49.39,45.67,50.0,75.0
530919,49.41,44.5,50.0,75.0
531442,49.46,40.2,50.0,75.0
531965,49.45,41.38,50.0,75.0
532488,49.44,42.16,50.0,75.0
533011,49.35,48.8,50.0,75.0
533534,49.21,59.35,50.0,75.0
534057,49.15,63.64,50.0,75.0
534580,49.05,71.06,50.0,75.0
535104,48.94,79.27,50.0,75.0
535627,48.87,84.74,50.0,75.0
536149,48.81,89.03,50.0,75.0
536672,48.9,82.78,50.0,75.0
537195,48.96,77.7,50.0,75.0
537718,49.2,60.13,50.0,75.0
538241,49.36,47.63,50.0,75.0
538767,49.43,42.94,50.0,75.0
539290,49.5,37.86,50.0,75.0
539813,49.5,37.47,50.0,75.0
540336,49.47,39.81,50.0,75.0
540859,49.43,42.55,50.0,75.0
541382,49.34,49.19,50.0,75.0
541905,49.22,58.17,50.0,75.0
542428,49.1,67.16,50.0,75.0
542951,49.03,72.63,50.0,75.0
543474,48.93,80.44,50.0,75.0
543997,48.87,84.74,50.0,75.0
544520,48.77,92.55,50.0,75.0
545043,48.83,87.47,50.0,75.0
545566,49.03,73.02,50.0,75.0
546089,49.15,64.03,50.0,75.0
546612,49.33,50.36,50.0,75.0
547137,49.4,45.28,50.0,75.0
547661,49.43,42.55,50.0,75.0
548184,49.47,39.42,50.0,75.0
548707,49.43,42.55,50.0,75.0
549230,49.44,41.77,50.0,75.0
549753,49.36,47.63,50.0,75.0
550276,49.31,51.92,50.0,75.0
550799,49.19,60.52,50.0,75.0
551323,49.06,70.28,50.0,75.0
551846,49.0,75.36,50.0,75.0
552368,48.86,85.13,50.0,75.0
552891,48.78,91.77,50.0,75.0
553414,48.82,88.25,50.0,75.0
553938,48.94,79.66,50.0,75.0
554461,49.11,66.77,50.0,75.0
554984,49.31,51.53,50.0,75.0
555510,49.43,42.94,50.0,75.0
556033,49.52,35.91,50.0,75.0
556556,49.53,35.52,50.0,75.0
557079,49.53,35.13,50.0,75.0
557602,49.47,39.81,50.0,75.0
558125,49.35,48.41,50.0,75.0
558648,49.23,57.39,50.0,75.0
559171,49.15,64.03,50.0,75.0
559694,49.03,73.02,50.0,75.0
560218,48.96,77.7,50.0,75.0
560741,48.84,87.08,50.0,75.0
561264,48.79,90.6,50.0,75.0
561787,48.86,85.13,50.0,75.0
562310,48.98,76.14,50.0,75.0
562833,49.17,62.47,50.0,75.0
563356,49.25,56.22,50.0,75.0
563882,49.3,52.31,50.0,75.0
564405,49.4,44.89,50.0,75.0
564928,49.49,38.25,50.0,75.0
565451,49.48,38.64,50.0,75.0
565974,49.43,42.55,50.0,75.0
566497,49.41,44.5,50.0,75.0
567020,49.33,49.97,50.0,75.0
567543,49.23,57.39,50.0,75.0
568065,49.1,67.55,50.0,75.0
568588,49.01,74.58,50.0,75.0
569111,48.91,82.0,50.0,75.0
569634,48.82,88.25,50.0,75.0
570157,48.82,88.25,50.0,75.0
570680,48.96,77.7,50.0,75.0
571203,49.09,68.33,50.0,75.0
571726,49.25,56.61,50.0,75.0
572255,49.37,47.24,50.0,75.0
572778,49.44,41.77,50.0,75.0
573301,49.45,40.99,50.0,75.0
573824,49.47,39.81,50.0,75.0
574347,49.42,43.33,50.0,75.0
574870,49.36,48.02,50.0,75.0
575393,49.29,53.49,50.0,75.0
575916,49.16,62.86,50.0,75.0
576439,49.1,67.16,50.0,75.0
576962,49.0,74.97,50.0,75.0
577484,48.89,83.17,50.0,75.0
578007,48.85,86.3,50.0,75.0
578529,48.92,81.22,50.0,75.0
579052,49.0,74.97,50.0,75.0
579575,49.04,72.24,50.0,75.0
580098,49.09,68.33,50.0,75.0
580622,49.21,59.35,50.0,75.0
581146,49.37,47.24,50.0,75.0
581668,49.46,40.6,50.0,75.0
