time,pv,cv,sp,kp,ki,kd,sp_change,time_sec
7683000,20.0258,45.90954,20,45,9.91,51.08,False,7683.0
7683500,20.005,57.9975,20,45,9.91,51.08,False,7683.5
7684000,19.9946,55.84663,20,45,9.91,51.08,False,7684.0
7684500,19.9842,53.67534,20,45,9.91,51.08,False,7684.5
7685000,19.9686,57.18324,20,45,9.91,51.08,False,7685.0
7685500,19.9946,51.33027,20,45,9.91,51.08,False,7685.5
7686000,19.9946,67.8112,20,45,9.91,51.08,False,7686.0
7686500,19.9842,56.52027,20,45,9.91,51.08,False,7686.5
7687000,20.0206,49.78071,20,45,9.91,51.08,False,7687.0
7687500,19.9946,55.76444,20,45,9.91,51.08,False,7687.5
7688000,20.0102,60.80197,20,45,9.91,51.08,False,7688.0
7688500,19.9946,55.92319,20,45,9.91,51.08,False,7688.5
7689000,19.979,54.27682,20,45,9.91,51.08,False,7689.0
7689500,19.9894,56.76155,20,45,9.91,51.08,False,7689.5
7690000,19.9634,49.10641,20,45,9.91,51.08,False,7690.0
7690500,19.9946,45.34179,20,45,9.91,51.08,False,7690.5
7691000,19.9894,59.34408,20,45,9.91,51.08,False,7691.0
7691500,20.0258,62.27635,20,45,9.91,51.08,False,7691.5
7692000,20.031,60.9433,20,45,9.91,51.08,False,7692.0
7692500,20.0362,51.72834,20,45,9.91,51.08,False,7692.5
7693000,20.0414,52.05018,20,45,9.91,51.08,False,7693.0
7693500,19.9894,46.85786,20,45,9.91,51.08,False,7693.5
7694000,19.9998,50.22963,20,45,9.91,51.08,False,7694.0
7694500,20.0154,52.85809,20,45,9.91,51.08,False,7694.5
7695000,20.031,52.08501,20,45,9.91,51.08,False,7695.0
7695500,20.0154,60.36538,20,45,9.91,51.08,False,7695.5
7696000,20.005,57.93873,20,45,9.91,51.08,False,7696.0
7696500,19.9998,64.0897,20,45,9.91,51.08,False,7696.5
7697000,19.9894,44.85759,20,45,9.91,51.08,False,7697.0
7697500,20.005,49.93364,20,45,9.91,51.08,False,7697.5
7698000,20.0102,51.98856,20,45,9.91,51.08,False,7698.0
7698500,20.031,48.48927,20,45,9.91,51.08,False,7698.5
7699000,19.9998,48.86536,20,45,9.91,51.08,False,7699.0
7699500,20.0206,60.13258,20,45,9.91,51.08,False,7699.5
7700000,20.0154,57.68313,20,45,9.91,51.08,False,7700.0
7700500,20.0154,55.22892,20,45,9.91,51.08,False,7700.5
7701000,19.9998,62.90717,20,45,9.91,51.08,False,7701.0
7701500,19.9686,46.7441,20,45,9.91,51.08,False,7701.5
7702000,19.9686,51.68099,20,45,9.91,51.08,False,7702.0
7702500,19.9218,74.83351,20,45,9.91,51.08,False,7702.5
7703000,19.9322,61.16047,20,45,9.91,51.08,False,7703.0
7703500,19.927,48.46001,20,45,9.91,51.08,False,7703.5
7704000,19.927,60.46805,20,45,9.91,51.08,False,7704.0
7704500,19.927,43.31515,20,45,9.91,51.08,False,7704.5
7705000,19.9478,56.95084,20,45,9.91,51.08,False,7705.0
7705500,19.9738,58.58709,20,45,9.91,51.08,False,7705.5
7706000,19.9894,43.55225,20,45,9.91,51.08,False,7706.0
7706500,19.9946,60.27104,20,45,9.91,51.08,False,7706.5
7707000,20.0154,48.69485,20,45,9.91,51.08,False,7707.0
7707500,20.0466,50.77019,20,45,9.91,51.08,False,7707.5
7708000,20.0362,44.34254,20,45,9.91,51.08,False,7708.0
7708500,20.0622,37.9922,20,45,9.91,51.08,False,7708.5
7709000,20.0362,60.09069,20,45,9.91,51.08,False,7709.0
7709500,20.0414,43.83968,20,45,9.91,51.08,False,7709.5
7710000,20.031,52.57675,20,45,9.91,51.08,False,7710.0
7710500,20.0414,40.76961,20,45,9.91,51.08,False,7710.5
7711000,20.0258,48.54912,20,45,9.91,51.08,False,7711.0
7711500,20.005,51.76353,20,45,9.91,51.08,False,7711.5
7712000,19.9894,48.09653,20,45,9.91,51.08,False,7712.0
7712500,19.9946,44.49012,20,45,9.91,51.08,False,7712.5
7713000,20.0154,49.49692,20,45,9.91,51.08,False,7713.0
7713500,20.0102,60.51204,20,45,9.91,51.08,False,7713.5
