time,pv,cv,sp,kp,ki,kd,sp_change,time_sec
7742500,19.9894,44.78165,20,45,9.91,51.08,False,7742.5
7743000,19.9842,52.88719,20,45,9.91,51.08,False,7743.0
7743500,20.005,60.55492,20,45,9.91,51.08,False,7743.5
7744000,19.9998,41.15726,20,45,9.91,51.08,False,7744.0
7744500,20.005,55.84916,20,45,9.91,51.08,False,7744.5
7745000,20.0206,40.97123,20,45,9.91,51.08,False,7745.0
7745500,20.0206,62.38825,20,45,9.91,51.08,False,7745.5
7746000,20.0362,47.51284,20,45,9.91,51.08,False,7746.0
7746500,20.0154,53.37253,20,45,9.91,51.08,False,7746.5
7747000,20.0102,48.18811,20,45,9.91,51.08,False,7747.0
7747500,19.9998,51.93522,20,45,9.91,51.08,False,7747.5
7748000,19.9998,49.48,20,45,9.91,51.08,False,7748.0
7748500,20.005,55.28558,20,45,9.91,51.08,False,7748.5
7749000,19.9894,63.47389,20,45,9.91,51.08,False,7749.0
7749500,19.9998,67.03042,20,45,9.91,51.08,False,7749.5
7750000,19.979,50.80138,20,45,9.91,51.08,False,7750.0
7750500,19.9946,61.73712,20,45,9.91,51.08,False,7750.5
7751000,19.9894,61.12084,20,45,9.91,51.08,False,7751.0
7751500,20.005,55.37362,20,45,9.91,51.08,False,7751.5
7752000,19.9686,70.12206,20,45,9.91,51.08,False,7752.0
7752500,20.0102,55.69232,20,45,9.91,51.08,False,7752.5
7753000,19.9998,61.50089,20,45,9.91,51.08,False,7753.0
7753500,19.9946,44.14502,20,45,9.91,51.08,False,7753.5
7754000,19.9998,66.81646,20,45,9.91,51.08,False,7754.0
7754500,20.005,47.35136,20,45,9.91,51.08,False,7754.5
7755000,20.0102,49.7692,20,45,9.91,51.08,False,7755.0
7755500,20.0102,46.57347,20,45,9.91,51.08,False,7755.5
7756000,19.9998,46.80717,20,45,9.91,51.08,False,7756.0
7756500,20.005,63.08195,20,45,9.91,51.08,False,7756.5
7757000,19.9738,53.22855,20,45,9.91,51.08,False,7757.0
7757500,19.979,55.4045,20,45,9.91,51.08,False,7757.5
7758000,19.9686,64.89847,20,45,9.91,51.08,False,7758.0
7758500,19.9634,57.56375,20,45,9.91,51.08,False,7758.5
7759000,19.9634,54.93801,20,45,9.91,51.08,False,7759.0
7759500,19.9582,38.48105,20,45,9.91,51.08,False,7759.5
7760000,19.9686,49.22614,20,45,9.91,51.08,False,7760.0
7760500,20.005,34.85674,20,45,9.91,51.08,False,7760.5
7761000,20.0102,47.95658,20,45,9.91,51.08,False,7761.0
7761500,19.9842,55.8889,20,45,9.91,51.08,False,7761.5
7762000,20.0258,61.11948,20,45,9.91,51.08,False,7762.0
7762500,19.979,62.70081,20,45,9.91,51.08,False,7762.5
7763000,19.9842,45.94341,20,45,9.91,51.08,False,7763.0
7763500,19.979,59.53145,20,45,9.91,51.08,False,7763.5
7764000,19.9894,56.19566,20,45,9.91,51.08,False,7764.0
7764500,20.005,56.47679,20,45,9.91,51.08,False,7764.5
7765000,20.031,49.70358,20,45,9.91,51.08,False,7765.0
7765500,20.0206,43.30397,20,45,9.91,51.08,False,7765.5
7766000,20.0518,43.11428,20,45,9.91,51.08,False,7766.0
7766500,20.031,63.39547,20,45,9.91,51.08,False,7766.5
7767000,20.031,43.70194,20,45,9.91,51.08,False,7767.0
7767500,20.0206,46.50199,20,45,9.91,51.08,False,7767.5
7768000,20.0206,52.71455,20,45,9.91,51.08,False,7768.0
7768500,19.9998,53.4589,20,45,9.91,51.08,False,7768.5
7769000,19.979,70.42571,20,45,9.91,51.08,False,7769.0
7769500,19.9686,56.78829,20,45,9.91,51.08,False,7769.5
7770000,19.9686,60.30672,20,45,9.91,51.08,False,7770.0
7770500,19.9686,49.45037,20,45,9.91,51.08,False,7770.5
7771000,19.9738,55.91293,20,45,9.91,51.08,False,7771.0
7771500,19.9842,52.7524,20,45,9.91,51.08,False,7771.5
7772000,19.9894,66.13768,20,45,9.91,51.08,False,7772.0
7772500,19.9842,49.62788,20,45,9.91,51.08,False,7772.5
7773000,20.005,40.77248,20,45,9.91,51.08,False,7773.0
7773500,20.0258,62.70581,20,45,9.91,51.08,False,7773.5
7774000,20.0258,47.6994,20,45,9.91,51.08,False,7774.0
7774500,20.031,55.22832,20,45,9.91,51.08,False,7774.5
7775000,20.0518,48.74978,20,45,9.91,51.08,False,7775.0
7775500,20.0518,62.73366,20,45,9.91,51.08,False,7775.5
7776000,20.0622,50.66869,20,45,9.91,51.08,False,7776.0
7776500,20.0518,50.37392,20,45,9.91,51.08,False,7776.5
7777000,20.0362,53.74053,20,45,9.91,51.08,False,7777.0
7777500,20.0414,50.64514,20,45,9.91,51.08,False,7777.5
7778000,19.9894,72.01624,20,45,9.91,51.08,False,7778.0
7778500,19.9634,47.26583,20,45,9.91,51.08,False,7778.5
7779000,19.9634,61.04004,20,45,9.91,51.08,False,7779.0
7779500,19.9842,39.43914,20,45,9.91,51.08,False,7779.5
7780000,19.9686,45.33051,20,45,9.91,51.08,False,7780.0
7780500,19.9842,53.64125,20,45,9.91,51.08,False,7780.5
7781000,19.9634,40.86828,20,45,9.91,51.08,False,7781.0
