time,pv,cv,sp,kp
1924263,49.74,39.0,50.0,150.0
1924786,49.6,59.32,50.0,150.0
1925309,49.51,73.38,50.0,150.0
1925832,49.45,81.97,50.0,150.0
1926355,49.34,99.16,50.0,150.0
1926878,49.26,100.0,50.0,150.0
1927401,49.19,100.0,50.0,150.0
1927924,49.28,100.0,50.0,150.0
1928447,49.44,83.53,50.0,150.0
1928971,49.55,67.91,50.0,150.0
1929495,49.78,33.53,50.0,150.0
1930018,49.95,6.97,50.0,150.0
1930541,50.14,0.0,50.0,150.0
1931064,50.1,0.0,50.0,150.0
1931586,49.98,3.06,50.0,150.0
1932110,49.95,6.97,50.0,150.0
1932633,49.83,24.94,50.0,150.0
1933156,49.68,47.6,50.0,150.0
1933678,49.58,63.22,50.0,150.0
1934201,49.47,78.85,50.0,150.0
1934724,49.38,92.91,50.0,150.0
1935247,49.35,96.82,50.0,150.0
1935769,49.27,100.0,50.0,150.0
1936292,49.14,100.0,50.0,150.0
1936817,49.29,100.0,50.0,150.0
1937340,49.54,69.47,50.0,150.0
1937863,49.77,35.1,50.0,150.0
1938386,50.0,0.0,50.0,150.0
1938909,50.04,0.0,50.0,150.0
1939431,50.15,0.0,50.0,150.0
1939954,50.11,0.0,50.0,150.0
1940477,50.04,0.0,50.0,150.0
1941000,49.94,8.53,50.0,150.0
1941523,49.82,26.5,50.0,150.0
1942046,49.75,38.22,50.0,150.0
1942569,49.65,52.28,50.0,150.0
1943092,49.54,69.47,50.0,150.0
1943614,49.45,81.97,50.0,150.0
1944138,49.35,96.82,50.0,150.0
1944660,49.23,100.0,50.0,150.0
1945186,49.2,100.0,50.0,150.0
1945708,49.16,100.0,50.0,150.0
1946231,49.37,94.47,50.0,150.0
1946754,49.63,56.19,50.0,150.0
1947277,49.79,31.97,50.0,150.0
1947801,49.97,4.63,50.0,150.0
1948324,50.04,0.0,50.0,150.0
1948847,50.14,0.0,50.0,150.0
1949369,50.16,0.0,50.0,150.0
1949892,50.08,0.0,50.0,150.0
1950415,49.96,5.41,50.0,150.0
1950937,49.83,24.94,50.0,150.0
1951460,49.77,35.1,50.0,150.0
1951983,49.65,53.06,50.0,150.0
1952506,49.54,68.69,50.0,150.0
1953031,49.4,89.78,50.0,150.0
1953553,49.31,100.0,50.0,150.0
1954076,49.25,100.0,50.0,150.0
1954599,49.14,100.0,50.0,150.0
1955123,49.11,100.0,50.0,150.0
1955645,49.34,99.16,50.0,150.0
1956168,49.54,69.47,50.0,150.0
1956691,49.78,32.75,50.0,150.0
1957214,50.05,0.0,50.0,150.0
1957737,50.18,0.0,50.0,150.0
1958260,50.2,0.0,50.0,150.0
1958782,50.21,0.0,50.0,150.0
1959305,50.14,0.0,50.0,150.0
1959828,50.05,0.0,50.0,150.0
1960350,49.92,11.66,50.0,150.0
1960876,49.78,32.75,50.0,150.0
1961398,49.71,42.91,50.0,150.0
1961921,49.6,60.1,50.0,150.0
1962444,49.5,75.72,50.0,150.0
1962967,49.41,88.22,50.0,150.0
1963490,49.32,100.0,50.0,150.0
1964013,49.24,100.0,50.0,150.0
1964536,49.19,100.0,50.0,150.0
1965060,49.23,100.0,50.0,150.0
1965582,49.44,83.53,50.0,150.0
1966105,49.71,42.91,50.0,150.0
1966628,49.89,16.35,50.0,150.0
1967151,50.02,0.0,50.0,150.0
1967674,50.09,0.0,50.0,150.0
1968197,50.09,0.0,50.0,150.0
1968722,50.03,0.0,50.0,150.0
1969245,49.93,10.88,50.0,150.0
1969767,49.8,30.41,50.0,150.0
1970290,49.68,48.38,50.0,150.0
1970812,49.56,66.35,50.0,150.0
1971335,49.5,74.94,50.0,150.0
1971858,49.41,89.0,50.0,150.0
1972381,49.32,100.0,50.0,150.0
1972904,49.21,100.0,50.0,150.0
1973426,49.19,100.0,50.0,150.0
1973949,49.38,92.91,50.0,150.0
1974472,49.44,83.53,50.0,150.0
1974995,49.79,31.97,50.0,150.0
1975518,50.0,0.72,50.0,150.0
1976040,50.1,0.0,50.0,150.0
1976569,50.25,0.0,50.0,150.0
1977092,50.25,0.0,50.0,150.0
1977615,50.19,0.0,50.0,150.0
1978137,50.07,0.0,50.0,150.0
1978661,49.93,10.88,50.0,150.0
1979184,49.81,28.85,50.0,150.0
1979708,49.64,54.63,50.0,150.0
1980230,49.52,71.82,50.0,150.0
1980753,49.45,82.75,50.0,150.0
1981276,49.38,92.91,50.0,150.0
1981798,49.27,100.0,50.0,150.0
1982321,49.17,100.0,50.0,150.0
1982844,49.12,100.0,50.0,150.0
1983366,49.29,100.0,50.0,150.0
1983917,49.54,69.47,50.0,150.0
1984442,49.64,53.85,50.0,150.0
1984964,49.96,5.41,50.0,150.0
1985487,50.16,0.0,50.0,150.0
1986010,50.19,0.0,50.0,150.0
1986533,50.18,0.0,50.0,150.0
1987056,50.08,0.0,50.0,150.0
1987579,49.99,1.5,50.0,150.0
1988101,49.92,11.66,50.0,150.0
1988625,49.8,30.41,50.0,150.0
1989148,49.65,53.06,50.0,150.0
1989671,49.54,69.47,50.0,150.0
1990193,49.4,89.78,50.0,150.0
1990717,49.31,100.0,50.0,150.0
1991239,49.3,100.0,50.0,150.0
1991762,49.19,100.0,50.0,150.0
1992287,49.25,100.0,50.0,150.0
1992810,49.34,98.38,50.0,150.0
1993332,49.57,64.78,50.0,150.0
1993855,49.8,29.63,50.0,150.0
1994379,49.83,24.94,50.0,150.0
1994902,50.0,0.72,50.0,150.0
1995425,50.12,0.0,50.0,150.0
1995947,50.1,0.0,50.0,150.0
1996470,50.07,0.0,50.0,150.0
1996993,49.96,6.19,50.0,150.0
1997516,49.91,13.22,50.0,150.0
1998038,49.8,29.63,50.0,150.0
1998561,49.68,48.38,50.0,150.0
1999084,49.56,65.56,50.0,150.0
1999607,49.46,81.19,50.0,150.0
2000132,49.36,95.25,50.0,150.0
2000655,49.35,97.6,50.0,150.0
2001178,49.28,100.0,50.0,150.0
2001701,49.13,100.0,50.0,150.0
2002224,49.26,100.0,50.0,150.0
2002747,49.47,79.63,50.0,150.0
2003271,49.69,46.03,50.0,150.0
2003793,49.94,8.53,50.0,150.0
2004317,50.0,0.72,50.0,150.0
2004840,50.1,0.0,50.0,150.0
2005363,50.13,0.0,50.0,150.0
2005886,50.08,0.0,50.0,150.0
2006409,49.98,3.06,50.0,150.0
2006932,49.83,24.94,50.0,150.0
2007454,49.77,34.31,50.0,150.0
2007977,49.67,49.16,50.0,150.0
2008498,49.54,69.47,50.0,150.0
2009021,49.42,87.44,50.0,150.0
2009544,49.35,96.82,50.0,150.0
2010067,49.26,100.0,50.0,150.0
2010590,49.21,100.0,50.0,150.0
2011113,49.14,100.0,50.0,150.0
2011635,49.38,92.91,50.0,150.0
2012158,49.57,64.78,50.0,150.0
2012681,49.76,35.88,50.0,150.0
2013205,49.94,9.31,50.0,150.0
2013727,49.98,3.06,50.0,150.0
2014251,50.03,0.0,50.0,150.0
2014773,50.0,0.72,50.0,150.0
2015296,49.94,9.31,50.0,150.0
2015819,49.83,25.72,50.0,150.0
2016344,49.72,41.35,50.0,150.0
2016867,49.67,49.94,50.0,150.0
2017390,49.52,71.82,50.0,150.0
2017913,49.45,82.75,50.0,150.0
2018435,49.38,93.69,50.0,150.0
2018958,49.26,100.0,50.0,150.0
2019481,49.19,100.0,50.0,150.0
2020004,49.29,100.0,50.0,150.0
2020527,49.41,89.0,50.0,150.0
2021049,49.63,55.41,50.0,150.0
2021572,49.88,18.69,50.0,150.0
2022095,50.03,0.0,50.0,150.0
2022619,50.13,0.0,50.0,150.0
2023141,50.14,0.0,50.0,150.0
2023664,50.1,0.0,50.0,150.0
2024189,50.01,0.0,50.0,150.0
2024712,49.89,17.13,50.0,150.0
2025235,49.75,37.44,50.0,150.0
2025758,49.63,56.19,50.0,150.0
2026282,49.52,71.82,50.0,150.0
2026805,49.46,80.41,50.0,150.0
2027328,49.4,90.57,50.0,150.0
2027851,49.31,100.0,50.0,150.0
2028375,49.23,100.0,50.0,150.0
2028898,49.23,100.0,50.0,150.0
2029421,49.42,86.66,50.0,150.0
2029944,49.53,70.25,50.0,150.0
2030467,49.75,38.22,50.0,150.0
2030990,49.91,14.0,50.0,150.0
2031513,50.05,0.0,50.0,150.0
2032038,50.05,0.0,50.0,150.0
2032561,50.02,0.0,50.0,150.0
2033084,49.91,14.0,50.0,150.0
2033607,49.88,17.91,50.0,150.0
2034130,49.73,39.78,50.0,150.0
2034653,49.6,60.1,50.0,150.0
2035176,49.5,74.94,50.0,150.0
2035699,49.42,86.66,50.0,150.0
2036222,49.28,100.0,50.0,150.0
2036744,49.27,100.0,50.0,150.0
2037267,49.18,100.0,50.0,150.0
2037790,49.26,100.0,50.0,150.0
2038313,49.51,73.38,50.0,150.0
2038836,49.72,42.13,50.0,150.0
2039359,49.98,3.06,50.0,150.0
2039888,50.04,0.0,50.0,150.0
2040411,50.1,0.0,50.0,150.0
2040934,50.08,0.0,50.0,150.0
2041458,50.02,0.0,50.0,150.0
2041981,49.91,13.22,50.0,150.0
2042504,49.79,31.97,50.0,150.0
2043027,49.75,37.44,50.0,150.0
2043550,49.59,61.66,50.0,150.0
2044073,49.5,75.72,50.0,150.0
2044597,49.39,91.35,50.0,150.0
2045120,49.26,100.0,50.0,150.0
2045643,49.23,100.0,50.0,150.0
2046166,49.11,100.0,50.0,150.0
2046688,49.11,100.0,50.0,150.0
2047211,49.35,97.6,50.0,150.0
2047737,49.6,60.1,50.0,150.0
2048259,49.83,25.72,50.0,150.0
2048782,50.03,0.0,50.0,150.0
2049305,50.18,0.0,50.0,150.0
2049828,50.23,0.0,50.0,150.0
2050351,50.25,0.0,50.0,150.0
2050874,50.16,0.0,50.0,150.0
2051397,50.05,0.0,50.0,150.0
2051920,49.93,10.1,50.0,150.0
2052442,49.83,25.72,50.0,150.0
2052965,49.78,33.53,50.0,150.0
2053488,49.61,57.75,50.0,150.0
2054011,49.52,71.82,50.0,150.0
2054534,49.41,89.0,50.0,150.0
2055057,49.35,97.6,50.0,150.0
2055582,49.26,100.0,50.0,150.0
2056105,49.2,100.0,50.0,150.0
2056628,49.14,100.0,50.0,150.0
2057151,49.32,100.0,50.0,150.0
2057674,49.49,76.5,50.0,150.0
2058198,49.73,40.56,50.0,150.0
2058720,49.98,2.28,50.0,150.0
2059243,50.08,0.0,50.0,150.0
2059766,50.11,0.0,50.0,150.0
2060289,50.13,0.0,50.0,150.0
2060812,50.08,0.0,50.0,150.0
2061335,49.97,4.63,50.0,150.0
2061858,49.85,22.6,50.0,150.0
2062381,49.74,39.0,50.0,150.0
2062905,49.67,49.94,50.0,150.0
2063430,49.56,66.35,50.0,150.0
2063953,49.46,81.19,50.0,150.0
2064476,49.35,97.6,50.0,150.0
2064999,49.26,100.0,50.0,150.0
2065522,49.21,100.0,50.0,150.0
2066044,49.13,100.0,50.0,150.0
2066567,49.26,100.0,50.0,150.0
2067090,49.54,68.69,50.0,150.0
2067614,49.73,40.56,50.0,150.0
2068136,49.96,6.19,50.0,150.0
2068659,50.1,0.0,50.0,150.0
2069183,50.11,0.0,50.0,150.0
2069706,50.19,0.0,50.0,150.0
2070229,50.13,0.0,50.0,150.0
2070752,50.02,0.0,50.0,150.0
2071277,49.91,13.22,50.0,150.0
2071800,49.78,33.53,50.0,150.0
2072322,49.71,42.91,50.0,150.0
2072846,49.59,60.88,50.0,150.0
2073369,49.48,77.28,50.0,150.0
2073892,49.39,92.13,50.0,150.0
2074415,49.27,100.0,50.0,150.0
2074938,49.22,100.0,50.0,150.0
2075461,49.18,100.0,50.0,150.0
2075983,49.26,100.0,50.0,150.0
2076506,49.44,84.32,50.0,150.0
2077030,49.7,44.47,50.0,150.0
2077553,49.89,17.13,50.0,150.0
2078076,50.03,0.0,50.0,150.0
2078600,50.06,0.0,50.0,150.0
2079125,50.09,0.0,50.0,150.0
2079648,50.06,0.0,50.0,150.0
2080171,49.98,3.06,50.0,150.0
2080694,49.86,20.25,50.0,150.0
2081217,49.72,42.13,50.0,150.0
2081739,49.6,60.1,50.0,150.0
2082262,49.55,67.91,50.0,150.0
2082785,49.46,81.19,50.0,150.0
2083308,49.35,97.6,50.0,150.0
2083831,49.28,100.0,50.0,150.0
2084354,49.2,100.0,50.0,150.0
2084877,49.26,100.0,50.0,150.0
2085401,49.37,94.47,50.0,150.0
2085923,49.59,60.88,50.0,150.0
2086446,49.82,26.5,50.0,150.0
2086972,50.0,0.72,50.0,150.0
2087495,50.18,0.0,50.0,150.0
2088017,50.26,0.0,50.0,150.0
2088541,50.2,0.0,50.0,150.0
2089064,50.14,0.0,50.0,150.0
2089587,50.03,0.0,50.0,150.0
2090110,49.88,18.69,50.0,150.0
2090633,49.75,37.44,50.0,150.0
2091156,49.63,55.41,50.0,150.0
2091679,49.5,74.94,50.0,150.0
2092202,49.46,80.41,50.0,150.0
2092725,49.38,93.69,50.0,150.0
2093248,49.28,100.0,50.0,150.0
2093771,49.2,100.0,50.0,150.0
2094294,49.18,100.0,50.0,150.0
2094817,49.38,92.91,50.0,150.0
2095338,49.47,79.63,50.0,150.0
2095861,49.63,55.41,50.0,150.0
2096384,49.88,18.69,50.0,150.0
2096906,50.02,0.0,50.0,150.0
2097429,50.12,0.0,50.0,150.0
2097952,50.14,0.0,50.0,150.0
2098474,50.13,0.0,50.0,150.0
2098997,50.0,0.0,50.0,150.0
2099520,49.87,19.47,50.0,150.0
2100043,49.73,39.78,50.0,150.0
2100565,49.62,56.97,50.0,150.0
2101088,49.53,71.03,50.0,150.0
2101611,49.49,76.5,50.0,150.0
2102134,49.37,94.47,50.0,150.0
2102657,49.26,100.0,50.0,150.0
2103186,49.17,100.0,50.0,150.0
2103708,49.18,100.0,50.0,150.0
2104232,49.37,94.47,50.0,150.0
2104755,49.64,54.63,50.0,150.0
2105278,49.72,42.13,50.0,150.0
2105801,49.86,21.03,50.0,150.0
2106324,49.97,4.63,50.0,150.0
2106846,50.07,0.0,50.0,150.0
2107369,50.0,0.72,50.0,150.0
2107892,49.93,10.1,50.0,150.0
2108415,49.9,14.78,50.0,150.0
2108937,49.79,31.19,50.0,150.0
2109460,49.65,52.28,50.0,150.0
2109983,49.55,67.91,50.0,150.0
2110506,49.46,80.41,50.0,150.0
2111032,49.33,100.0,50.0,150.0
2111555,49.3,100.0,50.0,150.0
2112078,49.23,100.0,50.0,150.0
2112601,49.13,100.0,50.0,150.0
2113124,49.3,100.0,50.0,150.0
2113647,49.53,70.25,50.0,150.0
2114170,49.76,35.88,50.0,150.0
2114693,49.86,20.25,50.0,150.0
2115216,50.08,0.0,50.0,150.0
2115739,50.2,0.0,50.0,150.0
2116262,50.2,0.0,50.0,150.0
2116785,50.15,0.0,50.0,150.0
2117308,50.02,0.0,50.0,150.0
2117831,49.91,14.0,50.0,150.0
2118354,49.84,24.16,50.0,150.0
2118880,49.72,42.13,50.0,150.0
2119402,49.57,64.0,50.0,150.0
2119926,49.5,75.72,50.0,150.0
2120449,49.39,92.13,50.0,150.0
2120972,49.29,100.0,50.0,150.0
2121495,49.26,100.0,50.0,150.0
2122018,49.15,100.0,50.0,150.0
2122541,49.21,100.0,50.0,150.0
2123064,49.39,91.35,50.0,150.0
2123588,49.58,62.44,50.0,150.0
2124110,49.84,23.38,50.0,150.0
2124633,49.89,16.35,50.0,150.0
2125156,49.97,4.63,50.0,150.0
2125679,50.08,0.0,50.0,150.0
2126202,50.12,0.0,50.0,150.0
2126727,50.02,0.0,50.0,150.0
2127250,49.92,12.44,50.0,150.0
2127773,49.85,22.6,50.0,150.0
2128296,49.71,43.69,50.0,150.0
2128819,49.59,60.88,50.0,150.0
2129342,49.47,79.63,50.0,150.0
2129865,49.41,88.22,50.0,150.0
2130388,49.32,100.0,50.0,150.0
2130911,49.27,100.0,50.0,150.0
2131434,49.21,100.0,50.0,150.0
2131956,49.24,100.0,50.0,150.0
2132479,49.41,88.22,50.0,150.0
2133002,49.66,50.72,50.0,150.0
2133525,49.95,7.75,50.0,150.0
2134048,50.05,0.0,50.0,150.0
2134574,50.09,0.0,50.0,150.0
2135096,50.1,0.0,50.0,150.0
2135620,50.1,0.0,50.0,150.0
2136143,49.98,3.06,50.0,150.0
2136666,49.9,14.78,50.0,150.0
2137189,49.77,35.1,50.0,150.0
2137712,49.7,44.47,50.0,150.0
2138235,49.57,64.0,50.0,150.0
2138758,49.47,79.63,50.0,150.0
2139281,49.4,90.57,50.0,150.0
2139804,49.34,99.16,50.0,150.0
2140327,49.2,100.0,50.0,150.0
2140850,49.15,100.0,50.0,150.0
2141373,49.2,100.0,50.0,150.0
2141895,49.43,85.88,50.0,150.0
2142421,49.69,46.81,50.0,150.0
2142944,49.86,21.03,50.0,150.0
2143467,50.04,0.0,50.0,150.0
2143990,50.08,0.0,50.0,150.0
2144513,50.13,0.0,50.0,150.0
2145036,50.13,0.0,50.0,150.0
2145559,50.04,0.0,50.0,150.0
2146082,49.9,14.78,50.0,150.0
2146604,49.81,28.85,50.0,150.0
2147128,49.66,50.72,50.0,150.0
2147651,49.61,58.53,50.0,150.0
2148174,49.5,75.72,50.0,150.0
2148697,49.41,89.0,50.0,150.0
2149220,49.3,100.0,50.0,150.0
2149743,49.26,100.0,50.0,150.0
2150268,49.17,100.0,50.0,150.0
2150791,49.26,100.0,50.0,150.0
2151314,49.39,91.35,50.0,150.0
2151837,49.59,60.88,50.0,150.0
2152360,49.88,18.69,50.0,150.0
2152883,50.06,0.0,50.0,150.0
2153406,50.16,0.0,50.0,150.0
2153929,50.17,0.0,50.0,150.0
2154452,50.19,0.0,50.0,150.0
2154975,50.1,0.0,50.0,150.0
2155498,50.0,0.72,50.0,150.0
2156021,49.87,19.47,50.0,150.0
2156544,49.74,39.0,50.0,150.0
2157066,49.68,48.38,50.0,150.0
2157589,49.54,68.69,50.0,150.0
2158114,49.47,79.63,50.0,150.0
2158637,49.37,94.47,50.0,150.0
2159160,49.27,100.0,50.0,150.0
2159682,49.17,100.0,50.0,150.0
2160205,49.19,100.0,50.0,150.0
2160728,49.26,100.0,50.0,150.0
2161251,49.42,87.44,50.0,150.0
2161774,49.67,49.94,50.0,150.0
2162296,49.89,17.13,50.0,150.0
2162819,50.04,0.0,50.0,150.0
2163342,50.15,0.0,50.0,150.0
2163865,50.17,0.0,50.0,150.0
2164388,50.17,0.0,50.0,150.0
2164911,50.07,0.0,50.0,150.0
2165434,49.95,6.97,50.0,150.0
2165963,49.84,24.16,50.0,150.0
2166486,49.72,41.35,50.0,150.0
2167009,49.66,50.72,50.0,150.0
2167532,49.55,67.13,50.0,150.0
2168055,49.45,82.75,50.0,150.0
2168577,49.35,97.6,50.0,150.0
2169100,49.25,100.0,50.0,150.0
2169623,49.18,100.0,50.0,150.0
2170146,49.15,100.0,50.0,150.0
2170668,49.26,100.0,50.0,150.0
2171191,49.58,62.44,50.0,150.0
2171714,49.78,33.53,50.0,150.0
2172236,49.97,4.63,50.0,150.0
2172759,50.08,0.0,50.0,150.0
2173282,50.14,0.0,50.0,150.0
2173807,50.18,0.0,50.0,150.0
2174330,50.13,0.0,50.0,150.0
2174853,49.99,1.5,50.0,150.0
2175376,49.87,19.47,50.0,150.0
2175898,49.76,35.88,50.0,150.0
2176421,49.61,57.75,50.0,150.0
2176944,49.56,66.35,50.0,150.0
2177467,49.45,81.97,50.0,150.0
2177990,49.37,94.47,50.0,150.0
2178513,49.28,100.0,50.0,150.0
2179035,49.23,100.0,50.0,150.0
2179559,49.22,100.0,50.0,150.0
2180081,49.35,97.6,50.0,150.0
2180604,49.52,71.82,50.0,150.0
2181127,49.78,32.75,50.0,150.0
2181650,49.96,5.41,50.0,150.0
2182171,50.07,0.0,50.0,150.0
2182695,50.14,0.0,50.0,150.0
2183217,50.13,0.0,50.0,150.0
2183740,50.07,0.0,50.0,150.0
2184263,49.96,5.41,50.0,150.0
2184785,49.88,17.91,50.0,150.0
2185308,49.72,41.35,50.0,150.0
2185831,49.61,58.53,50.0,150.0
2186354,49.56,65.56,50.0,150.0
2186877,49.46,80.41,50.0,150.0
2187399,49.4,89.78,50.0,150.0
2187922,49.29,100.0,50.0,150.0
2188445,49.18,100.0,50.0,150.0
2188968,49.18,100.0,50.0,150.0
2189491,49.26,100.0,50.0,150.0
2190016,49.45,82.75,50.0,150.0
2190539,49.68,48.38,50.0,150.0
2191062,49.89,16.35,50.0,150.0
2191585,50.09,0.0,50.0,150.0
2192108,50.14,0.0,50.0,150.0
2192631,50.15,0.0,50.0,150.0
2193154,50.12,0.0,50.0,150.0
2193676,50.06,0.0,50.0,150.0
2194199,49.92,11.66,50.0,150.0
2194722,49.82,27.28,50.0,150.0
2195245,49.67,49.16,50.0,150.0
2195768,49.53,70.25,50.0,150.0
2196290,49.52,72.6,50.0,150.0
2196813,49.41,88.22,50.0,150.0
2197336,49.29,100.0,50.0,150.0
2197861,49.25,100.0,50.0,150.0
2198384,49.21,100.0,50.0,150.0
2198908,49.36,95.25,50.0,150.0
2199430,49.47,78.85,50.0,150.0
2199953,49.67,49.94,50.0,150.0
2200476,49.88,18.69,50.0,150.0
2200999,49.98,2.28,50.0,150.0
2201521,50.06,0.0,50.0,150.0
2202044,50.02,0.0,50.0,150.0
2202567,49.97,4.63,50.0,150.0
2203091,49.89,16.35,50.0,150.0
2203614,49.78,32.75,50.0,150.0
2204137,49.64,54.63,50.0,150.0
2204660,49.53,70.25,50.0,150.0
2205182,49.45,81.97,50.0,150.0
2205707,49.35,97.6,50.0,150.0
2206230,49.31,100.0,50.0,150.0
2206753,49.18,100.0,50.0,150.0
2207277,49.2,100.0,50.0,150.0
2207799,49.42,86.66,50.0,150.0
2208323,49.63,55.41,50.0,150.0
2208845,49.82,27.28,50.0,150.0
2209369,49.91,13.22,50.0,150.0
2209892,50.0,0.72,50.0,150.0
2210414,50.05,0.0,50.0,150.0
2210937,50.0,0.72,50.0,150.0
2211460,49.93,10.88,50.0,150.0
2211983,49.81,28.06,50.0,150.0
2212506,49.71,43.69,50.0,150.0
2213029,49.6,60.1,50.0,150.0
2213555,49.48,77.28,50.0,150.0
2214078,49.39,92.13,50.0,150.0
2214601,49.29,100.0,50.0,150.0
2215125,49.25,100.0,50.0,150.0
2215648,49.21,100.0,50.0,150.0
2216171,49.27,100.0,50.0,150.0
2216694,49.44,83.53,50.0,150.0
2217217,49.67,49.94,50.0,150.0
2217740,49.89,16.35,50.0,150.0
2218264,50.08,0.0,50.0,150.0
2218787,50.11,0.0,50.0,150.0
2219309,50.13,0.0,50.0,150.0
2219832,50.08,0.0,50.0,150.0
2220355,50.0,0.72,50.0,150.0
2220878,49.88,17.91,50.0,150.0
2221403,49.76,36.66,50.0,150.0
2221926,49.61,58.53,50.0,150.0
2222448,49.56,66.35,50.0,150.0
2222971,49.47,78.85,50.0,150.0
2223494,49.36,96.03,50.0,150.0
2224016,49.3,100.0,50.0,150.0
2224539,49.22,100.0,50.0,150.0
2225062,49.21,100.0,50.0,150.0
2225584,49.31,100.0,50.0,150.0
2226107,49.52,71.82,50.0,150.0
2226630,49.69,46.81,50.0,150.0
2227153,49.95,6.97,50.0,150.0
2227675,50.07,0.0,50.0,150.0
2228198,50.19,0.0,50.0,150.0
2228721,50.2,0.0,50.0,150.0
2229250,50.16,0.0,50.0,150.0
2229774,50.04,0.0,50.0,150.0
2230296,49.94,9.31,50.0,150.0
2230819,49.82,27.28,50.0,150.0
2231342,49.66,50.72,50.0,150.0
2231865,49.61,57.75,50.0,150.0
2232388,49.51,74.16,50.0,150.0
2232911,49.38,92.91,50.0,150.0
2233433,49.35,97.6,50.0,150.0
2233957,49.26,100.0,50.0,150.0
2234479,49.13,100.0,50.0,150.0
2235002,49.28,100.0,50.0,150.0
2235525,49.37,94.47,50.0,150.0
2236048,49.62,56.97,50.0,150.0
2236571,49.86,20.25,50.0,150.0
2237096,50.06,0.0,50.0,150.0
2237619,50.23,0.0,50.0,150.0
2238142,50.24,0.0,50.0,150.0
2238665,50.23,0.0,50.0,150.0
2239187,50.14,0.0,50.0,150.0
2239710,50.02,0.0,50.0,150.0
2240233,49.91,14.0,50.0,150.0
2240756,49.79,31.97,50.0,150.0
2241279,49.66,51.5,50.0,150.0
2241801,49.61,58.53,50.0,150.0
2242324,49.47,78.85,50.0,150.0
2242848,49.39,91.35,50.0,150.0
2243371,49.32,100.0,50.0,150.0
2243894,49.23,100.0,50.0,150.0
2244417,49.14,100.0,50.0,150.0
2244942,49.2,100.0,50.0,150.0
2245466,49.41,89.0,50.0,150.0
2245989,49.66,51.5,50.0,150.0
2246512,49.83,25.72,50.0,150.0
2247035,50.05,0.0,50.0,150.0
2247559,50.13,0.0,50.0,150.0
2248082,50.17,0.0,50.0,150.0
2248605,50.14,0.0,50.0,150.0
2249128,50.07,0.0,50.0,150.0
2249651,49.96,6.19,50.0,150.0
2250174,49.82,27.28,50.0,150.0
2250697,49.7,44.47,50.0,150.0
2251220,49.58,63.22,50.0,150.0
2251743,49.51,73.38,50.0,150.0
2252266,49.43,85.88,50.0,150.0
2252789,49.32,100.0,50.0,150.0
2253315,49.25,100.0,50.0,150.0
2253838,49.12,100.0,50.0,150.0
2254361,49.25,100.0,50.0,150.0
2254884,49.36,95.25,50.0,150.0
2255406,49.65,52.28,50.0,150.0
2255930,49.92,11.66,50.0,150.0
2256453,50.07,0.0,50.0,150.0
2256975,50.14,0.0,50.0,150.0
2257499,50.22,0.0,50.0,150.0
2258021,50.2,0.0,50.0,150.0
2258545,50.17,0.0,50.0,150.0
2259068,50.07,0.0,50.0,150.0
2259590,49.92,11.66,50.0,150.0
2260113,49.81,28.06,50.0,150.0
2260636,49.69,46.81,50.0,150.0
2261162,49.57,64.78,50.0,150.0
2261684,49.5,75.72,50.0,150.0
2262207,49.39,91.35,50.0,150.0
2262730,49.32,100.0,50.0,150.0
2263253,49.25,100.0,50.0,150.0
2263776,49.15,100.0,50.0,150.0
2264299,49.33,99.94,50.0,150.0
2264822,49.43,85.1,50.0,150.0
2265344,49.63,55.41,50.0,150.0
2265867,49.89,16.35,50.0,150.0
2266391,50.06,0.0,50.0,150.0
2266914,50.06,0.0,50.0,150.0
2267437,50.08,0.0,50.0,150.0
2267960,50.06,0.0,50.0,150.0
2268483,49.98,3.06,50.0,150.0
2269008,49.87,19.47,50.0,150.0
2269531,49.76,35.88,50.0,150.0
2270054,49.63,55.41,50.0,150.0
2270578,49.52,72.6,50.0,150.0
2271101,49.44,84.32,50.0,150.0
2271623,49.38,93.69,50.0,150.0
2272146,49.29,100.0,50.0,150.0
2272670,49.25,100.0,50.0,150.0
2273193,49.24,100.0,50.0,150.0
2273716,49.42,86.66,50.0,150.0
2274239,49.54,68.69,50.0,150.0
2274762,49.77,34.31,50.0,150.0
2275285,49.95,6.97,50.0,150.0
2275807,50.06,0.0,50.0,150.0
2276330,50.11,0.0,50.0,150.0
2276857,50.06,0.0,50.0,150.0
2277380,49.94,9.31,50.0,150.0
2277903,49.88,18.69,50.0,150.0
2278426,49.75,38.22,50.0,150.0
2278949,49.6,60.1,50.0,150.0
2279472,49.47,79.63,50.0,150.0
2279995,49.41,88.22,50.0,150.0
2280518,49.31,100.0,50.0,150.0
2281041,49.27,100.0,50.0,150.0
2281563,49.22,100.0,50.0,150.0
2282086,49.26,100.0,50.0,150.0
2282609,49.42,87.44,50.0,150.0
2283132,49.65,52.28,50.0,150.0
2283656,49.95,6.97,50.0,150.0
2284179,50.01,0.0,50.0,150.0
2284705,50.1,0.0,50.0,150.0
2285228,50.15,0.0,50.0,150.0
2285751,50.14,0.0,50.0,150.0
2286275,50.03,0.0,50.0,150.0
2286798,49.91,14.0,50.0,150.0
2287320,49.83,24.94,50.0,150.0
2287843,49.7,45.25,50.0,150.0
2288366,49.58,62.44,50.0,150.0
2288889,49.45,81.97,50.0,150.0
2289412,49.35,96.82,50.0,150.0
