time,pv,cv,sp,kp,ki,kd
423,9.958599,56.41808,10,45,9.91,51.08
424,9.963802,61.48492,10,45,9.91,51.08
425,9.963802,39.48464,10,45,9.91,51.08
426,9.969002,47.82141,10,45,9.91,51.08
427,9.974201,53.73785,10,45,9.91,51.08
428,9.963802,45.47127,10,45,9.91,51.08
429,9.9534,43.46095,10,45,9.91,51.08
430,10.0054,56.16529,10,45,9.91,51.08
431,9.989799,60.73356,10,45,9.91,51.08
432,10.0054,50.36165,10,45,9.91,51.08
433,10.0262,40.43008,10,45,9.91,51.08
434,10.0314,59.58344,10,45,9.91,51.08
435,10.0418,53.84775,10,45,9.91,51.08
436,10.0366,60.82809,10,45,9.91,51.08
437,10.0262,50.71857,10,45,9.91,51.08
438,10.0262,47.92752,10,45,9.91,51.08
439,9.989799,48.32233,10,45,9.91,51.08
440,10.0106,56.94978,10,45,9.91,51.08
441,9.9846,57.75573,10,45,9.91,51.08
442,9.994999,49.63591,10,45,9.91,51.08
443,10.021,40.96846,10,45,9.91,51.08
444,10.0106,51.23964,10,45,9.91,51.08
445,10.0054,53.56195,10,45,9.91,51.08
446,10.0054,56.63377,10,45,9.91,51.08
447,10.0002,40.92031,10,45,9.91,51.08
448,10.0106,49.40363,10,45,9.91,51.08
449,9.994999,51.38733,10,45,9.91,51.08
450,10.0054,51.39658,10,45,9.91,51.08
451,10.0002,54.43526,10,45,9.91,51.08
452,10.0106,49.19849,10,45,9.91,51.08
453,10.0366,45.0561,10,45,9.91,51.08
454,10.0054,50.26159,10,45,9.91,51.08
455,10.0366,48.00957,10,45,9.91,51.08
456,10.0002,55.87159,10,45,9.91,51.08
457,9.9846,51.73501,10,45,9.91,51.08
458,9.9482,66.50278,10,45,9.91,51.08
459,9.937801,46.55243,10,45,9.91,51.08
460,9.932602,60.90265,10,45,9.91,51.08
461,9.937801,68.70323,10,45,9.91,51.08
462,9.9482,55.00801,10,45,9.91,51.08
463,9.937801,58.45549,10,45,9.91,51.08
464,9.917,44.7721,10,45,9.91,51.08
465,10.0002,52.25866,10,45,9.91,51.08
466,9.974201,68.17805,10,45,9.91,51.08
467,10.0106,53.53811,10,45,9.91,51.08
468,10.0314,49.88352,10,45,9.91,51.08
469,10.0522,51.606,10,45,9.91,51.08
470,10.0626,55.89677,10,45,9.91,51.08
471,10.047,53.19363,10,45,9.91,51.08
472,10.047,50.2496,10,45,9.91,51.08
473,10.0522,52.32165,10,45,9.91,51.08
474,10.0574,49.85057,10,45,9.91,51.08
475,10.0418,52.19821,10,45,9.91,51.08
476,10.0314,55.39597,10,45,9.91,51.08
477,10.021,53.29553,10,45,9.91,51.08
478,10.0158,48.1361,10,45,9.91,51.08
479,9.9846,53.86281,10,45,9.91,51.08
480,9.974201,49.87547,10,45,9.91,51.08
481,9.958599,62.5442,10,45,9.91,51.08
482,9.969002,59.97401,10,45,9.91,51.08
483,9.963802,64.45564,10,45,9.91,51.08
484,9.994999,53.73658,10,45,9.91,51.08
485,10.0054,59.14013,10,45,9.91,51.08
486,10.0002,44.52928,10,45,9.91,51.08
487,10.0002,49.10913,10,45,9.91,51.08
488,10.0054,63.07394,10,45,9.91,51.08
489,10.021,59.36836,10,45,9.91,51.08
490,10.0262,58.44217,10,45,9.91,51.08
491,10.0366,42.4658,10,45,9.91,51.08
492,10.047,57.02984,10,45,9.91,51.08
493,10.047,55.88966,10,45,9.91,51.08
494,10.0262,44.15053,10,45,9.91,51.08
495,10.0314,58.34139,10,45,9.91,51.08
496,10.0262,49.73729,10,45,9.91,51.08
497,9.989799,50.65163,10,45,9.91,51.08
498,9.974201,57.4437,10,45,9.91,51.08
499,9.9482,60.91433,10,45,9.91,51.08
500,9.9482,54.01409,10,45,9.91,51.08
501,9.943001,46.5025,10,45,9.91,51.08
502,9.9534,54.23867,10,45,9.91,51.08
503,9.969002,51.32393,10,45,9.91,51.08
504,9.979401,56.07942,10,45,9.91,51.08
505,9.958599,48.00567,10,45,9.91,51.08
506,9.979401,59.69804,10,45,9.91,51.08
507,9.974201,45.38716,10,45,9.91,51.08
508,10.0002,61.60258,10,45,9.91,51.08
509,9.989799,61.40974,10,45,9.91,51.08
510,10.0002,56.33934,10,45,9.91,51.08
511,10.021,44.27993,10,45,9.91,51.08
512,10.0262,46.14434,10,45,9.91,51.08
513,10.0522,47.84399,10,45,9.91,51.08
514,10.0678,43.97657,10,45,9.91,51.08
515,10.0574,44.40249,10,45,9.91,51.08
516,10.0314,51.18042,10,45,9.91,51.08
517,10.0158,69.84924,10,45,9.91,51.08
518,9.979401,45.91266,10,45,9.91,51.08
519,9.9846,49.75205,10,45,9.91,51.08
520,9.958599,64.89765,10,45,9.91,51.08
521,9.922199,54.74297,10,45,9.91,51.08
522,9.922199,50.2532,10,45,9.91,51.08
523,9.901402,54.52038,10,45,9.91,51.08
524,9.943001,56.92957,10,45,9.91,51.08
525,9.932602,56.89304,10,45,9.91,51.08
526,9.9482,59.85723,10,45,9.91,51.08
527,9.974201,51.27354,10,45,9.91,51.08
528,9.974201,58.95372,10,45,9.91,51.08
529,10.0054,54.483,10,45,9.91,51.08
530,10.0314,57.1345,10,45,9.91,51.08
531,10.0626,52.35411,10,45,9.91,51.08
532,10.1198,41.39318,10,45,9.91,51.08
533,10.1302,47.44129,10,45,9.91,51.08
534,10.1354,54.98938,10,45,9.91,51.08
535,10.1302,49.01508,10,45,9.91,51.08
536,10.0938,38.24358,10,45,9.91,51.08
537,10.0626,44.72957,10,45,9.91,51.08
538,10.021,66.12269,10,45,9.91,51.08
539,9.958599,49.97457,10,45,9.91,51.08
540,9.9482,60.09311,10,45,9.91,51.08
541,9.937801,48.42447,10,45,9.91,51.08
542,9.906601,58.72963,10,45,9.91,51.08
543,9.937801,43.93289,10,45,9.91,51.08
544,9.969002,35.27877,10,45,9.91,51.08
545,9.974201,65.26714,10,45,9.91,51.08
546,9.9846,40.28769,10,45,9.91,51.08
547,9.979401,64.98849,10,45,9.91,51.08
548,10.0106,52.21352,10,45,9.91,51.08
549,10.0106,46.37076,10,45,9.91,51.08
550,10.0158,55.16955,10,45,9.91,51.08
551,10.0002,57.47224,10,45,9.91,51.08
552,10.0314,57.16375,10,45,9.91,51.08
553,10.021,58.93748,10,45,9.91,51.08
554,10.0366,39.46897,10,45,9.91,51.08
555,10.0366,44.56348,10,45,9.91,51.08
556,10.047,60.72192,10,45,9.91,51.08
557,10.0418,44.61429,10,45,9.91,51.08
558,10.0054,72.38567,10,45,9.91,51.08
559,10.0158,78.52124,10,45,9.91,51.08
560,9.994999,48.5925,10,45,9.91,51.08
561,9.958599,46.75022,10,45,9.91,51.08
562,9.932602,56.5398,10,45,9.91,51.08
563,9.906601,60.23952,10,45,9.91,51.08
564,9.885799,43.11937,10,45,9.91,51.08
565,9.890999,74.91504,10,45,9.91,51.08
566,9.917,59.66024,10,45,9.91,51.08
567,9.927402,48.06119,10,45,9.91,51.08
568,9.979401,52.86512,10,45,9.91,51.08
569,10.0054,53.87934,10,45,9.91,51.08
570,10.0314,44.66331,10,45,9.91,51.08
571,10.0314,43.79311,10,45,9.91,51.08
572,10.0574,54.3815,10,45,9.91,51.08
573,10.0522,51.4788,10,45,9.91,51.08
574,10.047,53.84996,10,45,9.91,51.08
575,10.0158,60.40722,10,45,9.91,51.08
576,10.0366,40.70663,10,45,9.91,51.08
577,10.0314,34.79213,10,45,9.91,51.08
578,10.047,47.66893,10,45,9.91,51.08
579,10.0574,41.21352,10,45,9.91,51.08
580,10.0522,49.34861,10,45,9.91,51.08
581,10.0626,46.13174,10,45,9.91,51.08
582,10.0626,54.28115,10,45,9.91,51.08
583,10.0574,60.0134,10,45,9.91,51.08
584,10.0002,49.43784,10,45,9.91,51.08
585,9.9846,45.25048,10,45,9.91,51.08
586,9.943001,66.8563,10,45,9.91,51.08
587,9.943001,59.88718,10,45,9.91,51.08
588,9.937801,57.32614,10,45,9.91,51.08
589,9.922199,58.15291,10,45,9.91,51.08
590,9.9482,44.04904,10,45,9.91,51.08
591,9.943001,48.86797,10,45,9.91,51.08
592,9.974201,45.00643,10,45,9.91,51.08
