time,pv,cv,sp,kp
6948655,49.21,100.0,50.0,225.0
6949180,49.31,100.0,50.0,225.0
6949703,49.43,100.0,50.0,225.0
6950226,49.61,87.8,50.0,225.0
6950749,49.92,18.66,50.0,225.0
6951272,50.1,0.0,50.0,225.0
6951794,50.2,0.0,50.0,225.0
6952317,50.33,0.0,50.0,225.0
6952840,50.34,0.0,50.0,225.0
6953363,50.32,0.0,50.0,225.0
6953886,50.21,0.0,50.0,225.0
6954410,50.1,0.0,50.0,225.0
6954932,50.03,0.0,50.0,225.0
6955455,49.92,17.49,50.0,225.0
6955978,49.82,39.75,50.0,225.0
6956501,49.66,77.25,50.0,225.0
6957026,49.55,100.0,50.0,225.0
6957548,49.48,100.0,50.0,225.0
6958072,49.42,100.0,50.0,225.0
6958595,49.32,100.0,50.0,225.0
6959118,49.26,100.0,50.0,225.0
6959641,49.37,100.0,50.0,225.0
6960165,49.45,100.0,50.0,225.0
6960688,49.69,70.22,50.0,225.0
6961211,49.93,16.32,50.0,225.0
6961733,50.08,0.0,50.0,225.0
6962256,50.29,0.0,50.0,225.0
6962779,50.35,0.0,50.0,225.0
6963302,50.33,0.0,50.0,225.0
6963825,50.3,0.0,50.0,225.0
6964348,50.2,0.0,50.0,225.0
6964873,50.13,0.0,50.0,225.0
6965396,50.0,1.08,50.0,225.0
6965918,49.88,28.03,50.0,225.0
6966441,49.76,53.82,50.0,225.0
6966964,49.65,79.6,50.0,225.0
6967487,49.54,100.0,50.0,225.0
6968010,49.48,100.0,50.0,225.0
6968533,49.39,100.0,50.0,225.0
6969056,49.32,100.0,50.0,225.0
6969579,49.26,100.0,50.0,225.0
6970101,49.43,100.0,50.0,225.0
6970624,49.69,69.05,50.0,225.0
6971147,49.78,49.13,50.0,225.0
6971670,50.01,0.0,50.0,225.0
6972192,50.16,0.0,50.0,225.0
6972722,50.25,0.0,50.0,225.0
6973245,50.22,0.0,50.0,225.0
6973767,50.15,0.0,50.0,225.0
6974290,50.08,0.0,50.0,225.0
6974812,49.99,2.25,50.0,225.0
6975335,49.88,26.86,50.0,225.0
6975858,49.73,59.68,50.0,225.0
6976381,49.62,85.46,50.0,225.0
6976904,49.53,100.0,50.0,225.0
6977427,49.43,100.0,50.0,225.0
6977950,49.37,100.0,50.0,225.0
6978472,49.33,100.0,50.0,225.0
6978995,49.29,100.0,50.0,225.0
6979518,49.52,100.0,50.0,225.0
6980041,49.68,72.57,50.0,225.0
6980567,49.89,25.69,50.0,225.0
6981090,50.02,0.0,50.0,225.0
6981613,50.19,0.0,50.0,225.0
6982136,50.27,0.0,50.0,225.0
6982659,50.21,0.0,50.0,225.0
6983182,50.16,0.0,50.0,225.0
6983705,50.06,0.0,50.0,225.0
6984229,50.0,1.08,50.0,225.0
6984752,49.9,23.35,50.0,225.0
6985275,49.76,53.82,50.0,225.0
6985798,49.64,81.94,50.0,225.0
6986321,49.53,100.0,50.0,225.0
6986844,49.41,100.0,50.0,225.0
6987367,49.39,100.0,50.0,225.0
6987890,49.35,100.0,50.0,225.0
6988416,49.23,100.0,50.0,225.0
6988939,49.44,100.0,50.0,225.0
6989462,49.6,90.14,50.0,225.0
6989985,49.83,37.41,50.0,225.0
6990508,50.04,0.0,50.0,225.0
6991031,50.15,0.0,50.0,225.0
6991555,50.29,0.0,50.0,225.0
6992078,50.32,0.0,50.0,225.0
6992601,50.3,0.0,50.0,225.0
6993124,50.21,0.0,50.0,225.0
6993647,50.08,0.0,50.0,225.0
6994171,50.02,0.0,50.0,225.0
6994693,49.88,28.03,50.0,225.0
6995216,49.72,62.02,50.0,225.0
6995739,49.64,81.94,50.0,225.0
6996262,49.51,100.0,50.0,225.0
6996788,49.44,100.0,50.0,225.0
6997312,49.4,100.0,50.0,225.0
6997835,49.29,100.0,50.0,225.0
6998358,49.22,100.0,50.0,225.0
6998882,49.44,100.0,50.0,225.0
6999405,49.7,67.88,50.0,225.0
6999927,49.94,12.8,50.0,225.0
7000451,50.04,0.0,50.0,225.0
7000974,50.19,0.0,50.0,225.0
7001498,50.23,0.0,50.0,225.0
7002021,50.23,0.0,50.0,225.0
7002544,50.18,0.0,50.0,225.0
7003067,50.07,0.0,50.0,225.0
7003589,49.94,12.8,50.0,225.0
7004112,49.9,23.35,50.0,225.0
7004638,49.75,57.33,50.0,225.0
7005161,49.65,78.42,50.0,225.0
7005684,49.51,100.0,50.0,225.0
7006208,49.45,100.0,50.0,225.0
7006732,49.32,100.0,50.0,225.0
7007255,49.3,100.0,50.0,225.0
7007778,49.26,100.0,50.0,225.0
7008301,49.38,100.0,50.0,225.0
7008825,49.64,81.94,50.0,225.0
7009348,49.85,32.72,50.0,225.0
7009871,50.09,0.0,50.0,225.0
7010393,50.16,0.0,50.0,225.0
7010916,50.23,0.0,50.0,225.0
7011439,50.22,0.0,50.0,225.0
7011963,50.18,0.0,50.0,225.0
7012488,50.06,0.0,50.0,225.0
7013011,49.96,9.28,50.0,225.0
7013534,49.86,31.55,50.0,225.0
7014057,49.77,52.64,50.0,225.0
7014581,49.65,79.6,50.0,225.0
7015104,49.54,100.0,50.0,225.0
7015627,49.45,100.0,50.0,225.0
7016150,49.35,100.0,50.0,225.0
7016673,49.22,100.0,50.0,225.0
7017196,49.29,100.0,50.0,225.0
7017719,49.47,100.0,50.0,225.0
7018242,49.72,63.19,50.0,225.0
7018765,49.88,28.03,50.0,225.0
7019288,50.15,0.0,50.0,225.0
7019812,50.3,0.0,50.0,225.0
7020337,50.32,0.0,50.0,225.0
7020860,50.35,0.0,50.0,225.0
7021383,50.29,0.0,50.0,225.0
7021906,50.21,0.0,50.0,225.0
7022429,50.07,0.0,50.0,225.0
7022953,49.93,15.14,50.0,225.0
7023476,49.89,24.52,50.0,225.0
7023999,49.77,52.64,50.0,225.0
7024523,49.64,81.94,50.0,225.0
7025045,49.53,100.0,50.0,225.0
7025569,49.43,100.0,50.0,225.0
7026092,49.35,100.0,50.0,225.0
7026615,49.3,100.0,50.0,225.0
7027138,49.13,100.0,50.0,225.0
7027661,49.29,100.0,50.0,225.0
7028186,49.46,100.0,50.0,225.0
7028709,49.76,53.82,50.0,225.0
7029232,49.97,6.94,50.0,225.0
7029755,50.21,0.0,50.0,225.0
7030278,50.35,0.0,50.0,225.0
7030801,50.38,0.0,50.0,225.0
7031324,50.38,0.0,50.0,225.0
7031847,50.3,0.0,50.0,225.0
7032370,50.21,0.0,50.0,225.0
7032893,50.1,0.0,50.0,225.0
7033415,50.04,0.0,50.0,225.0
7033938,49.93,15.14,50.0,225.0
7034461,49.82,40.93,50.0,225.0
7034984,49.7,67.88,50.0,225.0
7035507,49.57,96.0,50.0,225.0
7036036,49.46,100.0,50.0,225.0
7036559,49.4,100.0,50.0,225.0
7037082,49.35,100.0,50.0,225.0
7037606,49.25,100.0,50.0,225.0
7038129,49.36,100.0,50.0,225.0
7038652,49.58,94.83,50.0,225.0
7039175,49.79,46.78,50.0,225.0
7039698,49.91,19.83,50.0,225.0
7040221,50.0,1.08,50.0,225.0
7040743,50.17,0.0,50.0,225.0
7041266,50.22,0.0,50.0,225.0
7041789,50.22,0.0,50.0,225.0
7042312,50.18,0.0,50.0,225.0
7042835,50.05,0.0,50.0,225.0
7043357,50.0,1.08,50.0,225.0
7043882,49.9,22.18,50.0,225.0
7044405,49.74,58.5,50.0,225.0
7044928,49.63,83.11,50.0,225.0
7045451,49.51,100.0,50.0,225.0
7045974,49.41,100.0,50.0,225.0
7046497,49.39,100.0,50.0,225.0
7047020,49.27,100.0,50.0,225.0
7047543,49.14,100.0,50.0,225.0
7048066,49.33,100.0,50.0,225.0
7048589,49.55,100.0,50.0,225.0
7049112,49.8,44.44,50.0,225.0
7049635,49.88,28.03,50.0,225.0
7050157,50.13,0.0,50.0,225.0
7050681,50.26,0.0,50.0,225.0
7051204,50.35,0.0,50.0,225.0
7051729,50.4,0.0,50.0,225.0
7052252,50.31,0.0,50.0,225.0
7052775,50.28,0.0,50.0,225.0
7053298,50.14,0.0,50.0,225.0
7053822,50.03,0.0,50.0,225.0
7054345,49.91,21.0,50.0,225.0
7054868,49.76,53.82,50.0,225.0
7055391,49.66,76.08,50.0,225.0
7055915,49.54,100.0,50.0,225.0
7056437,49.49,100.0,50.0,225.0
7056960,49.36,100.0,50.0,225.0
7057484,49.31,100.0,50.0,225.0
7058007,49.18,100.0,50.0,225.0
7058530,49.33,100.0,50.0,225.0
7059053,49.57,97.18,50.0,225.0
7059578,49.66,76.08,50.0,225.0
7060101,49.82,39.75,50.0,225.0
7060624,50.02,0.0,50.0,225.0
7061147,50.13,0.0,50.0,225.0
7061670,50.23,0.0,50.0,225.0
7062193,50.24,0.0,50.0,225.0
7062715,50.19,0.0,50.0,225.0
7063239,50.14,0.0,50.0,225.0
7063762,50.05,0.0,50.0,225.0
7064285,49.93,16.32,50.0,225.0
7064808,49.82,40.93,50.0,225.0
7065331,49.67,73.74,50.0,225.0
7065854,49.62,85.46,50.0,225.0
7066377,49.54,100.0,50.0,225.0
7066901,49.44,100.0,50.0,225.0
7067426,49.41,100.0,50.0,225.0
7067949,49.32,100.0,50.0,225.0
7068472,49.47,100.0,50.0,225.0
7068995,49.64,81.94,50.0,225.0
7069518,49.74,58.5,50.0,225.0
7070041,49.96,8.11,50.0,225.0
7070564,50.15,0.0,50.0,225.0
7071087,50.21,0.0,50.0,225.0
7071610,50.19,0.0,50.0,225.0
7072133,50.15,0.0,50.0,225.0
7072656,50.1,0.0,50.0,225.0
7073178,49.98,4.6,50.0,225.0
7073701,49.84,35.07,50.0,225.0
7074224,49.71,64.36,50.0,225.0
7074747,49.6,90.14,50.0,225.0
7075272,49.53,100.0,50.0,225.0
7075795,49.46,100.0,50.0,225.0
7076318,49.41,100.0,50.0,225.0
7076842,49.34,100.0,50.0,225.0
7077365,49.41,100.0,50.0,225.0
7077888,49.61,86.63,50.0,225.0
7078412,49.82,39.75,50.0,225.0
7078936,49.96,9.28,50.0,225.0
7079459,50.08,0.0,50.0,225.0
7079982,50.24,0.0,50.0,225.0
7080505,50.28,0.0,50.0,225.0
7081029,50.21,0.0,50.0,225.0
7081552,50.08,0.0,50.0,225.0
7082075,49.97,5.77,50.0,225.0
7082598,49.9,23.35,50.0,225.0
7083121,49.78,50.3,50.0,225.0
7083646,49.62,85.46,50.0,225.0
7084170,49.53,100.0,50.0,225.0
7084693,49.42,100.0,50.0,225.0
7085217,49.32,100.0,50.0,225.0
7085740,49.3,100.0,50.0,225.0
7086264,49.19,100.0,50.0,225.0
7086787,49.39,100.0,50.0,225.0
7087310,49.61,86.63,50.0,225.0
7087833,49.9,23.35,50.0,225.0
7088356,50.09,0.0,50.0,225.0
7088879,50.14,0.0,50.0,225.0
7089402,50.31,0.0,50.0,225.0
7089925,50.31,0.0,50.0,225.0
7090448,50.22,0.0,50.0,225.0
7090971,50.15,0.0,50.0,225.0
7091497,50.01,0.0,50.0,225.0
7092020,49.96,9.28,50.0,225.0
7092543,49.84,35.07,50.0,225.0
7093066,49.7,67.88,50.0,225.0
7093589,49.59,92.49,50.0,225.0
7094112,49.48,100.0,50.0,225.0
7094636,49.38,100.0,50.0,225.0
7095158,49.3,100.0,50.0,225.0
7095681,49.23,100.0,50.0,225.0
7096204,49.32,100.0,50.0,225.0
7096727,49.5,100.0,50.0,225.0
7097250,49.7,67.88,50.0,225.0
7097773,49.9,23.35,50.0,225.0
7098296,50.09,0.0,50.0,225.0
7098819,50.15,0.0,50.0,225.0
7099348,50.25,0.0,50.0,225.0
7099871,50.3,0.0,50.0,225.0
7100394,50.25,0.0,50.0,225.0
7100918,50.15,0.0,50.0,225.0
7101441,50.03,0.0,50.0,225.0
7101964,49.96,9.28,50.0,225.0
7102487,49.85,33.89,50.0,225.0
7103010,49.7,66.71,50.0,225.0
7103533,49.61,86.63,50.0,225.0
7104056,49.52,100.0,50.0,225.0
7104579,49.38,100.0,50.0,225.0
7105102,49.38,100.0,50.0,225.0
7105625,49.21,100.0,50.0,225.0
7106148,49.21,100.0,50.0,225.0
7106671,49.43,100.0,50.0,225.0
7107196,49.65,79.6,50.0,225.0
7107719,49.91,21.0,50.0,225.0
7108242,50.03,0.0,50.0,225.0
7108765,50.1,0.0,50.0,225.0
7109288,50.23,0.0,50.0,225.0
7109811,50.26,0.0,50.0,225.0
7110334,50.2,0.0,50.0,225.0
7110857,50.11,0.0,50.0,225.0
7111380,49.98,4.6,50.0,225.0
7111904,49.95,11.63,50.0,225.0
7112426,49.81,43.27,50.0,225.0
7112950,49.67,73.74,50.0,225.0
7113473,49.6,90.14,50.0,225.0
7113996,49.5,100.0,50.0,225.0
7114519,49.43,100.0,50.0,225.0
7115044,49.37,100.0,50.0,225.0
7115567,49.28,100.0,50.0,225.0
7116090,49.45,100.0,50.0,225.0
7116614,49.69,69.05,50.0,225.0
7117137,49.93,15.14,50.0,225.0
7117660,50.1,0.0,50.0,225.0
7118183,50.14,0.0,50.0,225.0
7118707,50.26,0.0,50.0,225.0
7119230,50.21,0.0,50.0,225.0
7119753,50.15,0.0,50.0,225.0
7120276,50.07,0.0,50.0,225.0
7120799,49.92,17.49,50.0,225.0
7121322,49.82,40.93,50.0,225.0
7121845,49.71,64.36,50.0,225.0
7122367,49.64,80.77,50.0,225.0
7122892,49.52,100.0,50.0,225.0
7123415,49.42,100.0,50.0,225.0
7123939,49.38,100.0,50.0,225.0
7124461,49.35,100.0,50.0,225.0
7124985,49.38,100.0,50.0,225.0
7125508,49.6,90.14,50.0,225.0
7126030,49.84,36.24,50.0,225.0
7126554,50.09,0.0,50.0,225.0
7127077,50.29,0.0,50.0,225.0
7127600,50.36,0.0,50.0,225.0
7128123,50.42,0.0,50.0,225.0
7128646,50.4,0.0,50.0,225.0
7129169,50.3,0.0,50.0,225.0
7129691,50.13,0.0,50.0,225.0
7130214,50.03,0.0,50.0,225.0
7130739,49.89,24.52,50.0,225.0
7131262,49.83,37.41,50.0,225.0
7131785,49.7,67.88,50.0,225.0
7132308,49.57,97.18,50.0,225.0
7132832,49.5,100.0,50.0,225.0
7133354,49.4,100.0,50.0,225.0
7133877,49.35,100.0,50.0,225.0
7134401,49.31,100.0,50.0,225.0
7134923,49.38,100.0,50.0,225.0
7135446,49.52,100.0,50.0,225.0
7135969,49.78,50.3,50.0,225.0
7136492,50.0,0.0,50.0,225.0
7137015,50.18,0.0,50.0,225.0
7137537,50.28,0.0,50.0,225.0
7138060,50.27,0.0,50.0,225.0
7138586,50.31,0.0,50.0,225.0
7139108,50.25,0.0,50.0,225.0
7139632,50.15,0.0,50.0,225.0
7140154,50.05,0.0,50.0,225.0
7140677,49.91,19.83,50.0,225.0
7141200,49.87,29.21,50.0,225.0
7141723,49.74,58.5,50.0,225.0
7142246,49.64,80.77,50.0,225.0
7142769,49.53,100.0,50.0,225.0
7143292,49.44,100.0,50.0,225.0
7143815,49.33,100.0,50.0,225.0
7144337,49.33,100.0,50.0,225.0
7144860,49.25,100.0,50.0,225.0
7145383,49.45,100.0,50.0,225.0
7145907,49.64,80.77,50.0,225.0
7146432,49.85,33.89,50.0,225.0
7146955,50.1,0.0,50.0,225.0
7147478,50.14,0.0,50.0,225.0
7148001,50.23,0.0,50.0,225.0
7148524,50.21,0.0,50.0,225.0
7149047,50.17,0.0,50.0,225.0
7149570,50.09,0.0,50.0,225.0
7150093,49.97,6.94,50.0,225.0
7150615,49.83,37.41,50.0,225.0
7151138,49.76,53.82,50.0,225.0
7151662,49.63,84.28,50.0,225.0
7152184,49.55,100.0,50.0,225.0
7152707,49.46,100.0,50.0,225.0
7153230,49.36,100.0,50.0,225.0
7153753,49.28,100.0,50.0,225.0
7154278,49.37,100.0,50.0,225.0
7154801,49.59,92.49,50.0,225.0
7155324,49.73,60.85,50.0,225.0
7155847,50.0,1.08,50.0,225.0
7156369,50.19,0.0,50.0,225.0
7156892,50.25,0.0,50.0,225.0
7157415,50.3,0.0,50.0,225.0
7157938,50.27,0.0,50.0,225.0
7158461,50.18,0.0,50.0,225.0
7158983,50.09,0.0,50.0,225.0
7159506,49.95,11.63,50.0,225.0
7160029,49.85,32.72,50.0,225.0
7160552,49.78,50.3,50.0,225.0
7161075,49.66,76.08,50.0,225.0
7161598,49.58,94.83,50.0,225.0
7162121,49.45,100.0,50.0,225.0
7162651,49.36,100.0,50.0,225.0
7163174,49.29,100.0,50.0,225.0
7163698,49.4,100.0,50.0,225.0
7164220,49.51,100.0,50.0,225.0
7164743,49.69,70.22,50.0,225.0
7165266,49.95,11.63,50.0,225.0
7165789,50.12,0.0,50.0,225.0
7166312,50.26,0.0,50.0,225.0
7166834,50.3,0.0,50.0,225.0
7167357,50.29,0.0,50.0,225.0
7167881,50.25,0.0,50.0,225.0
7168404,50.15,0.0,50.0,225.0
7168927,50.04,0.0,50.0,225.0
7169449,49.92,17.49,50.0,225.0
7169973,49.8,44.44,50.0,225.0
7170498,49.73,60.85,50.0,225.0
7171021,49.6,88.97,50.0,225.0
7171544,49.55,100.0,50.0,225.0
7172067,49.42,100.0,50.0,225.0
7172591,49.37,100.0,50.0,225.0
7173114,49.28,100.0,50.0,225.0
7173637,49.31,100.0,50.0,225.0
7174160,49.47,100.0,50.0,225.0
7174683,49.71,64.36,50.0,225.0
7175206,50.0,1.08,50.0,225.0
7175729,50.2,0.0,50.0,225.0
7176252,50.3,0.0,50.0,225.0
7176775,50.37,0.0,50.0,225.0
7177298,50.35,0.0,50.0,225.0
7177821,50.28,0.0,50.0,225.0
7178347,50.23,0.0,50.0,225.0
7178871,50.11,0.0,50.0,225.0
7179394,50.01,0.0,50.0,225.0
7179917,49.91,21.0,50.0,225.0
7180440,49.84,35.07,50.0,225.0
7180963,49.69,69.05,50.0,225.0
7181486,49.56,98.35,50.0,225.0
7182009,49.52,100.0,50.0,225.0
7182532,49.42,100.0,50.0,225.0
7183056,49.31,100.0,50.0,225.0
7183579,49.19,100.0,50.0,225.0
7184102,49.17,100.0,50.0,225.0
7184625,49.4,100.0,50.0,225.0
7185149,49.6,88.97,50.0,225.0
7185672,49.88,26.86,50.0,225.0
7186197,50.06,0.0,50.0,225.0
7186720,50.1,0.0,50.0,225.0
7187243,50.26,0.0,50.0,225.0
7187766,50.32,0.0,50.0,225.0
7188290,50.31,0.0,50.0,225.0
7188813,50.24,0.0,50.0,225.0
7189336,50.1,0.0,50.0,225.0
7189859,50.01,0.0,50.0,225.0
7190382,49.95,10.46,50.0,225.0
7190906,49.82,40.93,50.0,225.0
7191429,49.7,66.71,50.0,225.0
7191952,49.57,97.18,50.0,225.0
7192475,49.51,100.0,50.0,225.0
7192998,49.4,100.0,50.0,225.0
7193521,49.35,100.0,50.0,225.0
7194046,49.3,100.0,50.0,225.0
7194570,49.35,100.0,50.0,225.0
7195093,49.55,100.0,50.0,225.0
7195616,49.74,58.5,50.0,225.0
7196139,49.95,11.63,50.0,225.0
7196662,50.08,0.0,50.0,225.0
7197185,50.26,0.0,50.0,225.0
7197708,50.32,0.0,50.0,225.0
7198231,50.34,0.0,50.0,225.0
7198754,50.29,0.0,50.0,225.0
7199277,50.19,0.0,50.0,225.0
7199800,50.11,0.0,50.0,225.0
7200323,50.02,0.0,50.0,225.0
7200846,49.91,19.83,50.0,225.0
7201369,49.78,49.13,50.0,225.0
7201895,49.67,73.74,50.0,225.0
7202418,49.54,100.0,50.0,225.0
7202941,49.46,100.0,50.0,225.0
7203464,49.43,100.0,50.0,225.0
7203988,49.33,100.0,50.0,225.0
7204511,49.27,100.0,50.0,225.0
7205034,49.36,100.0,50.0,225.0
7205557,49.55,100.0,50.0,225.0
7206080,49.78,50.3,50.0,225.0
7206603,49.84,35.07,50.0,225.0
7207127,50.03,0.0,50.0,225.0
7207650,50.19,0.0,50.0,225.0
7208173,50.35,0.0,50.0,225.0
7208696,50.44,0.0,50.0,225.0
7209219,50.33,0.0,50.0,225.0
7209744,50.28,0.0,50.0,225.0
7210268,50.12,0.0,50.0,225.0
7210791,50.0,0.0,50.0,225.0
7211314,49.88,28.03,50.0,225.0
7211837,49.72,63.19,50.0,225.0
7212360,49.61,86.63,50.0,225.0
7212883,49.55,100.0,50.0,225.0
7213406,49.47,100.0,50.0,225.0
7213929,49.4,100.0,50.0,225.0
7214452,49.29,100.0,50.0,225.0
7214975,49.33,100.0,50.0,225.0
7215498,49.52,100.0,50.0,225.0
7216021,49.69,70.22,50.0,225.0
7216544,49.77,51.47,50.0,225.0
7217067,50.01,0.0,50.0,225.0
7217592,50.2,0.0,50.0,225.0
7218115,50.31,0.0,50.0,225.0
7218638,50.31,0.0,50.0,225.0
7219161,50.24,0.0,50.0,225.0
7219684,50.15,0.0,50.0,225.0
7220207,50.02,0.0,50.0,225.0
7220730,49.9,22.18,50.0,225.0
7221253,49.77,52.64,50.0,225.0
7221776,49.61,87.8,50.0,225.0
7222299,49.48,100.0,50.0,225.0
7222822,49.47,100.0,50.0,225.0
7223345,49.37,100.0,50.0,225.0
7223867,49.31,100.0,50.0,225.0
7224390,49.26,100.0,50.0,225.0
7224913,49.38,100.0,50.0,225.0
7225442,49.56,99.52,50.0,225.0
7225966,49.68,72.57,50.0,225.0
7226489,49.92,17.49,50.0,225.0
7227012,50.18,0.0,50.0,225.0
7227536,50.32,0.0,50.0,225.0
7228059,50.42,0.0,50.0,225.0
7228582,50.36,0.0,50.0,225.0
7229104,50.32,0.0,50.0,225.0
7229628,50.24,0.0,50.0,225.0
7230151,50.12,0.0,50.0,225.0
7230674,50.01,0.0,50.0,225.0
7231197,49.85,32.72,50.0,225.0
7231720,49.76,54.99,50.0,225.0
7232243,49.67,73.74,50.0,225.0
7232766,49.6,88.97,50.0,225.0
7233291,49.53,100.0,50.0,225.0
7233815,49.46,100.0,50.0,225.0
7234338,49.4,100.0,50.0,225.0
7234862,49.38,100.0,50.0,225.0
7235385,49.54,100.0,50.0,225.0
7235908,49.66,76.08,50.0,225.0
7236431,49.83,37.41,50.0,225.0
7236954,50.09,0.0,50.0,225.0
7237477,50.23,0.0,50.0,225.0
7238000,50.3,0.0,50.0,225.0
7238524,50.3,0.0,50.0,225.0
7239046,50.3,0.0,50.0,225.0
7239569,50.21,0.0,50.0,225.0
7240093,50.06,0.0,50.0,225.0
7240615,49.95,10.46,50.0,225.0
7241139,49.85,33.89,50.0,225.0
7241665,49.71,64.36,50.0,225.0
7242188,49.61,87.8,50.0,225.0
7242711,49.51,100.0,50.0,225.0
7243235,49.48,100.0,50.0,225.0
7243758,49.38,100.0,50.0,225.0
7244281,49.26,100.0,50.0,225.0
7244804,49.35,100.0,50.0,225.0
7245327,49.54,100.0,50.0,225.0
7245850,49.65,78.42,50.0,225.0
7246373,49.82,39.75,50.0,225.0
7246896,50.14,0.0,50.0,225.0
7247420,50.22,0.0,50.0,225.0
7247943,50.35,0.0,50.0,225.0
7248466,50.29,0.0,50.0,225.0
7248989,50.3,0.0,50.0,225.0
7249515,50.19,0.0,50.0,225.0
7250038,50.06,0.0,50.0,225.0
7250561,49.93,16.32,50.0,225.0
7251084,49.81,42.1,50.0,225.0
7251607,49.72,63.19,50.0,225.0
7252131,49.63,84.28,50.0,225.0
7252654,49.56,99.52,50.0,225.0
