time,pv,cv,sp,kp
7253178,49.45,100.0,50.0,225.0
7253700,49.4,100.0,50.0,225.0
7254224,49.3,100.0,50.0,225.0
7254747,49.49,100.0,50.0,225.0
7255270,49.66,76.08,50.0,225.0
7255793,49.77,52.64,50.0,225.0
7256316,49.96,9.28,50.0,225.0
7256839,50.14,0.0,50.0,225.0
7257365,50.17,0.0,50.0,225.0
7257888,50.16,0.0,50.0,225.0
7258411,50.13,0.0,50.0,225.0
7258934,50.1,0.0,50.0,225.0
7259457,49.98,4.6,50.0,225.0
7259980,49.84,36.24,50.0,225.0
7260503,49.74,58.5,50.0,225.0
7261026,49.61,87.8,50.0,225.0
7261549,49.52,100.0,50.0,225.0
7262072,49.49,100.0,50.0,225.0
7262595,49.38,100.0,50.0,225.0
7263118,49.32,100.0,50.0,225.0
7263642,49.46,100.0,50.0,225.0
7264165,49.7,66.71,50.0,225.0
7264688,49.92,18.66,50.0,225.0
7265213,49.97,6.94,50.0,225.0
7265737,50.06,0.0,50.0,225.0
7266260,50.16,0.0,50.0,225.0
7266783,50.16,0.0,50.0,225.0
7267307,50.14,0.0,50.0,225.0
7267830,50.02,0.0,50.0,225.0
7268353,49.9,22.18,50.0,225.0
7268876,49.85,33.89,50.0,225.0
7269399,49.72,62.02,50.0,225.0
7269922,49.58,93.66,50.0,225.0
7270446,49.49,100.0,50.0,225.0
7270969,49.4,100.0,50.0,225.0
7271493,49.36,100.0,50.0,225.0
7272016,49.29,100.0,50.0,225.0
7272540,49.35,100.0,50.0,225.0
7273066,49.55,100.0,50.0,225.0
7273589,49.75,57.33,50.0,225.0
7274112,50.03,0.0,50.0,225.0
7274636,50.21,0.0,50.0,225.0
7275159,50.34,0.0,50.0,225.0
7275682,50.42,0.0,50.0,225.0
7276205,50.4,0.0,50.0,225.0
7276728,50.33,0.0,50.0,225.0
7277251,50.19,0.0,50.0,225.0
7277774,50.09,0.0,50.0,225.0
7278297,50.0,0.0,50.0,225.0
7278820,49.88,26.86,50.0,225.0
7279343,49.76,54.99,50.0,225.0
7279866,49.62,85.46,50.0,225.0
7280389,49.52,100.0,50.0,225.0
7280914,49.44,100.0,50.0,225.0
7281436,49.33,100.0,50.0,225.0
7281960,49.31,100.0,50.0,225.0
7282482,49.23,100.0,50.0,225.0
7283005,49.36,100.0,50.0,225.0
7283528,49.54,100.0,50.0,225.0
7284051,49.81,42.1,50.0,225.0
7284574,50.0,0.0,50.0,225.0
7285097,50.11,0.0,50.0,225.0
7285620,50.3,0.0,50.0,225.0
7286142,50.46,0.0,50.0,225.0
7286666,50.45,0.0,50.0,225.0
7287188,50.39,0.0,50.0,225.0
7287711,50.28,0.0,50.0,225.0
7288234,50.21,0.0,50.0,225.0
7288764,50.08,0.0,50.0,225.0
7289287,49.95,10.46,50.0,225.0
7289809,49.83,37.41,50.0,225.0
7290332,49.69,69.05,50.0,225.0
7290856,49.58,94.83,50.0,225.0
7291379,49.53,100.0,50.0,225.0
7291902,49.5,100.0,50.0,225.0
7292425,49.38,100.0,50.0,225.0
7292947,49.3,100.0,50.0,225.0
7293470,49.39,100.0,50.0,225.0
7293993,49.57,97.18,50.0,225.0
7294516,49.72,63.19,50.0,225.0
7295040,49.82,40.93,50.0,225.0
7295562,50.04,0.0,50.0,225.0
7296085,50.17,0.0,50.0,225.0
7296610,50.25,0.0,50.0,225.0
7297133,50.25,0.0,50.0,225.0
7297656,50.19,0.0,50.0,225.0
7298179,50.14,0.0,50.0,225.0
7298702,50.02,0.0,50.0,225.0
7299225,49.93,16.32,50.0,225.0
7299748,49.82,40.93,50.0,225.0
7300271,49.66,76.08,50.0,225.0
7300794,49.54,100.0,50.0,225.0
7301317,49.51,100.0,50.0,225.0
7301840,49.41,100.0,50.0,225.0
7302363,49.34,100.0,50.0,225.0
7302886,49.23,100.0,50.0,225.0
7303409,49.41,100.0,50.0,225.0
7303933,49.63,83.11,50.0,225.0
7304458,49.73,59.68,50.0,225.0
7304981,49.88,26.86,50.0,225.0
7305504,50.02,0.0,50.0,225.0
7306027,50.16,0.0,50.0,225.0
7306550,50.22,0.0,50.0,225.0
7307073,50.14,0.0,50.0,225.0
7307596,50.04,0.0,50.0,225.0
7308119,49.96,9.28,50.0,225.0
7308642,49.83,37.41,50.0,225.0
7309166,49.7,66.71,50.0,225.0
7309689,49.56,98.35,50.0,225.0
7310212,49.5,100.0,50.0,225.0
7310735,49.38,100.0,50.0,225.0
7311258,49.35,100.0,50.0,225.0
7311781,49.27,100.0,50.0,225.0
7312306,49.39,100.0,50.0,225.0
7312829,49.57,97.18,50.0,225.0
7313352,49.77,52.64,50.0,225.0
7313875,50.04,0.0,50.0,225.0
7314398,50.17,0.0,50.0,225.0
7314921,50.32,0.0,50.0,225.0
7315444,50.41,0.0,50.0,225.0
7315967,50.39,0.0,50.0,225.0
7316490,50.29,0.0,50.0,225.0
7317013,50.17,0.0,50.0,225.0
7317537,50.13,0.0,50.0,225.0
7318060,50.0,0.0,50.0,225.0
7318583,49.89,24.52,50.0,225.0
7319106,49.76,53.82,50.0,225.0
7319629,49.65,78.42,50.0,225.0
7320153,49.52,100.0,50.0,225.0
7320678,49.41,100.0,50.0,225.0
7321201,49.38,100.0,50.0,225.0
7321724,49.31,100.0,50.0,225.0
7322247,49.25,100.0,50.0,225.0
7322770,49.39,100.0,50.0,225.0
7323293,49.63,84.28,50.0,225.0
7323816,49.77,52.64,50.0,225.0
7324339,49.83,37.41,50.0,225.0
7324862,50.01,0.0,50.0,225.0
7325386,50.09,0.0,50.0,225.0
7325909,50.19,0.0,50.0,225.0
7326433,50.13,0.0,50.0,225.0
7326956,50.03,0.0,50.0,225.0
7327479,49.97,6.94,50.0,225.0
7328002,49.85,33.89,50.0,225.0
7328528,49.73,60.85,50.0,225.0
7329051,49.61,87.8,50.0,225.0
7329574,49.54,100.0,50.0,225.0
7330097,49.42,100.0,50.0,225.0
7330620,49.39,100.0,50.0,225.0
7331143,49.35,100.0,50.0,225.0
7331666,49.36,100.0,50.0,225.0
7332189,49.58,93.66,50.0,225.0
7332712,49.79,46.78,50.0,225.0
7333236,49.97,6.94,50.0,225.0
7333759,50.13,0.0,50.0,225.0
7334282,50.16,0.0,50.0,225.0
7334806,50.25,0.0,50.0,225.0
7335330,50.24,0.0,50.0,225.0
7335853,50.18,0.0,50.0,225.0
7336379,50.08,0.0,50.0,225.0
7336902,49.96,8.11,50.0,225.0
7337425,49.89,24.52,50.0,225.0
7337949,49.78,49.13,50.0,225.0
7338472,49.67,74.91,50.0,225.0
7338996,49.53,100.0,50.0,225.0
7339519,49.43,100.0,50.0,225.0
7340042,49.39,100.0,50.0,225.0
7340565,49.35,100.0,50.0,225.0
7341088,49.22,100.0,50.0,225.0
7341612,49.35,100.0,50.0,225.0
7342134,49.58,94.83,50.0,225.0
7342657,49.79,47.96,50.0,225.0
7343180,50.0,1.08,50.0,225.0
7343703,50.14,0.0,50.0,225.0
7344228,50.26,0.0,50.0,225.0
7344751,50.34,0.0,50.0,225.0
7345273,50.37,0.0,50.0,225.0
7345796,50.31,0.0,50.0,225.0
7346319,50.17,0.0,50.0,225.0
7346841,50.05,0.0,50.0,225.0
7347364,50.0,0.0,50.0,225.0
7347887,49.88,26.86,50.0,225.0
7348410,49.75,56.16,50.0,225.0
7348932,49.63,83.11,50.0,225.0
7349455,49.54,100.0,50.0,225.0
7349978,49.46,100.0,50.0,225.0
7350501,49.39,100.0,50.0,225.0
7351024,49.34,100.0,50.0,225.0
7351547,49.26,100.0,50.0,225.0
7352076,49.41,100.0,50.0,225.0
7352599,49.6,90.14,50.0,225.0
7353122,49.79,46.78,50.0,225.0
7353644,49.91,19.83,50.0,225.0
7354167,50.03,0.0,50.0,225.0
7354690,50.18,0.0,50.0,225.0
7355212,50.21,0.0,50.0,225.0
7355735,50.2,0.0,50.0,225.0
7356257,50.11,0.0,50.0,225.0
7356780,50.08,0.0,50.0,225.0
7357303,49.97,5.77,50.0,225.0
7357826,49.84,36.24,50.0,225.0
7358349,49.74,58.5,50.0,225.0
7358872,49.61,87.8,50.0,225.0
7359395,49.55,100.0,50.0,225.0
7359920,49.45,100.0,50.0,225.0
7360443,49.36,100.0,50.0,225.0
7360966,49.33,100.0,50.0,225.0
7361489,49.36,100.0,50.0,225.0
7362011,49.52,100.0,50.0,225.0
7362535,49.76,54.99,50.0,225.0
7363058,50.02,0.0,50.0,225.0
7363581,50.12,0.0,50.0,225.0
7364104,50.27,0.0,50.0,225.0
7364627,50.36,0.0,50.0,225.0
7365150,50.36,0.0,50.0,225.0
7365672,50.3,0.0,50.0,225.0
7366195,50.19,0.0,50.0,225.0
7366718,50.14,0.0,50.0,225.0
7367241,50.02,0.0,50.0,225.0
7367766,49.91,19.83,50.0,225.0
7368289,49.79,46.78,50.0,225.0
7368812,49.67,74.91,50.0,225.0
7369336,49.56,98.35,50.0,225.0
7369858,49.54,100.0,50.0,225.0
7370381,49.4,100.0,50.0,225.0
7370904,49.31,100.0,50.0,225.0
7371427,49.18,100.0,50.0,225.0
7371950,49.31,100.0,50.0,225.0
7372473,49.58,93.66,50.0,225.0
7372996,49.7,66.71,50.0,225.0
7373519,49.91,19.83,50.0,225.0
7374042,50.12,0.0,50.0,225.0
7374565,50.23,0.0,50.0,225.0
7375088,50.26,0.0,50.0,225.0
7375613,50.22,0.0,50.0,225.0
7376136,50.15,0.0,50.0,225.0
7376659,50.11,0.0,50.0,225.0
7377181,49.98,3.43,50.0,225.0
7377705,49.88,26.86,50.0,225.0
7378228,49.75,57.33,50.0,225.0
7378751,49.65,79.6,50.0,225.0
7379274,49.51,100.0,50.0,225.0
7379797,49.52,100.0,50.0,225.0
7380320,49.41,100.0,50.0,225.0
7380843,49.31,100.0,50.0,225.0
7381367,49.27,100.0,50.0,225.0
7381889,49.46,100.0,50.0,225.0
7382413,49.69,69.05,50.0,225.0
7382936,49.78,49.13,50.0,225.0
7383461,50.01,0.0,50.0,225.0
7383984,50.1,0.0,50.0,225.0
7384507,50.19,0.0,50.0,225.0
7385030,50.2,0.0,50.0,225.0
7385554,50.13,0.0,50.0,225.0
7386076,50.08,0.0,50.0,225.0
7386599,49.98,3.43,50.0,225.0
7387122,49.85,32.72,50.0,225.0
7387645,49.78,49.13,50.0,225.0
7388168,49.67,73.74,50.0,225.0
7388691,49.54,100.0,50.0,225.0
7389215,49.47,100.0,50.0,225.0
7389737,49.4,100.0,50.0,225.0
7390261,49.29,100.0,50.0,225.0
7390784,49.29,100.0,50.0,225.0
7391309,49.49,100.0,50.0,225.0
7391831,49.69,69.05,50.0,225.0
7392354,49.92,18.66,50.0,225.0
7392877,50.02,0.0,50.0,225.0
7393400,50.16,0.0,50.0,225.0
7393923,50.26,0.0,50.0,225.0
7394446,50.29,0.0,50.0,225.0
7395112,50.21,0.0,50.0,225.0
7395852,50.05,0.0,50.0,225.0
7396594,49.93,15.14,50.0,225.0
7397324,49.77,51.47,50.0,225.0
7398054,49.58,93.66,50.0,225.0
7398783,49.48,100.0,50.0,225.0
7399371,49.39,100.0,50.0,225.0
7399894,49.28,100.0,50.0,225.0
7400417,49.21,100.0,50.0,225.0
7400938,49.35,100.0,50.0,225.0
7401461,49.55,100.0,50.0,225.0
7401984,49.7,67.88,50.0,225.0
7402507,49.91,21.0,50.0,225.0
7403030,50.12,0.0,50.0,225.0
7403553,50.29,0.0,50.0,225.0
7404075,50.34,0.0,50.0,225.0
7404598,50.37,0.0,50.0,225.0
7405121,50.32,0.0,50.0,225.0
7405644,50.2,0.0,50.0,225.0
7406166,50.09,0.0,50.0,225.0
7406690,49.96,9.28,50.0,225.0
7407213,49.83,38.58,50.0,225.0
7407736,49.7,67.88,50.0,225.0
7408259,49.67,74.91,50.0,225.0
7408784,49.55,100.0,50.0,225.0
7409307,49.46,100.0,50.0,225.0
7409830,49.36,100.0,50.0,225.0
7410352,49.35,100.0,50.0,225.0
7410875,49.45,100.0,50.0,225.0
7411398,49.63,84.28,50.0,225.0
7411920,49.73,60.85,50.0,225.0
7412443,49.93,15.14,50.0,225.0
7412965,50.09,0.0,50.0,225.0
7413489,50.13,0.0,50.0,225.0
7414011,50.14,0.0,50.0,225.0
7414534,50.1,0.0,50.0,225.0
7415058,50.05,0.0,50.0,225.0
7415580,49.93,15.14,50.0,225.0
7416103,49.84,36.24,50.0,225.0
7416632,49.71,65.53,50.0,225.0
7417155,49.59,91.32,50.0,225.0
7417678,49.52,100.0,50.0,225.0
7418201,49.47,100.0,50.0,225.0
7418724,49.38,100.0,50.0,225.0
7419246,49.27,100.0,50.0,225.0
7419769,49.4,100.0,50.0,225.0
7420293,49.61,86.63,50.0,225.0
7420815,49.8,45.61,50.0,225.0
7421338,49.91,19.83,50.0,225.0
7421861,50.05,0.0,50.0,225.0
7422384,50.17,0.0,50.0,225.0
7422907,50.21,0.0,50.0,225.0
7423430,50.17,0.0,50.0,225.0
7423952,50.08,0.0,50.0,225.0
7424478,49.98,3.43,50.0,225.0
7425001,49.9,22.18,50.0,225.0
7425524,49.78,49.13,50.0,225.0
7426047,49.64,81.94,50.0,225.0
7426570,49.54,100.0,50.0,225.0
7427093,49.46,100.0,50.0,225.0
7427616,49.36,100.0,50.0,225.0
7428139,49.34,100.0,50.0,225.0
7428662,49.19,100.0,50.0,225.0
7429185,49.38,100.0,50.0,225.0
7429708,49.63,84.28,50.0,225.0
7430231,49.84,35.07,50.0,225.0
7430755,50.03,0.0,50.0,225.0
7431278,50.11,0.0,50.0,225.0
7431800,50.27,0.0,50.0,225.0
7432326,50.28,0.0,50.0,225.0
7432849,50.22,0.0,50.0,225.0
7433372,50.13,0.0,50.0,225.0
7433895,49.97,5.77,50.0,225.0
7434418,49.9,22.18,50.0,225.0
7434941,49.8,45.61,50.0,225.0
7435464,49.68,71.39,50.0,225.0
7435986,49.54,100.0,50.0,225.0
7436510,49.48,100.0,50.0,225.0
7437033,49.34,100.0,50.0,225.0
7437557,49.26,100.0,50.0,225.0
7438080,49.21,100.0,50.0,225.0
7438603,49.38,100.0,50.0,225.0
7439126,49.59,92.49,50.0,225.0
7439649,49.79,46.78,50.0,225.0
7440175,50.06,0.0,50.0,225.0
7440698,50.21,0.0,50.0,225.0
7441221,50.29,0.0,50.0,225.0
7441744,50.37,0.0,50.0,225.0
7442267,50.33,0.0,50.0,225.0
7442790,50.22,0.0,50.0,225.0
7443313,50.12,0.0,50.0,225.0
7443836,49.96,8.11,50.0,225.0
7444360,49.91,19.83,50.0,225.0
7444883,49.81,43.27,50.0,225.0
7445406,49.67,73.74,50.0,225.0
7445929,49.57,97.18,50.0,225.0
7446452,49.47,100.0,50.0,225.0
7446975,49.43,100.0,50.0,225.0
7447499,49.37,100.0,50.0,225.0
7448025,49.32,100.0,50.0,225.0
7448548,49.43,100.0,50.0,225.0
7449071,49.58,93.66,50.0,225.0
7449594,49.8,45.61,50.0,225.0
7450117,50.08,0.0,50.0,225.0
7450641,50.18,0.0,50.0,225.0
7451164,50.29,0.0,50.0,225.0
7451687,50.3,0.0,50.0,225.0
7452211,50.27,0.0,50.0,225.0
7452734,50.19,0.0,50.0,225.0
7453257,50.06,0.0,50.0,225.0
7453780,49.96,9.28,50.0,225.0
7454303,49.91,21.0,50.0,225.0
7454826,49.79,47.96,50.0,225.0
7455349,49.67,73.74,50.0,225.0
7455874,49.55,100.0,50.0,225.0
7456398,49.44,100.0,50.0,225.0
7456921,49.36,100.0,50.0,225.0
7457444,49.3,100.0,50.0,225.0
7457967,49.18,100.0,50.0,225.0
7458490,49.4,100.0,50.0,225.0
7459013,49.57,96.0,50.0,225.0
7459536,49.82,40.93,50.0,225.0
7460059,50.03,0.0,50.0,225.0
7460583,50.1,0.0,50.0,225.0
7461106,50.23,0.0,50.0,225.0
7461629,50.32,0.0,50.0,225.0
7462153,50.31,0.0,50.0,225.0
7462676,50.24,0.0,50.0,225.0
7463199,50.1,0.0,50.0,225.0
7463724,50.02,0.0,50.0,225.0
7464247,49.94,13.97,50.0,225.0
7464771,49.84,36.24,50.0,225.0
7465294,49.69,69.05,50.0,225.0
7465817,49.57,97.18,50.0,225.0
7466340,49.51,100.0,50.0,225.0
7466863,49.36,100.0,50.0,225.0
7467386,49.31,100.0,50.0,225.0
7467910,49.25,100.0,50.0,225.0
7468433,49.3,100.0,50.0,225.0
7468956,49.52,100.0,50.0,225.0
7469480,49.76,53.82,50.0,225.0
7470003,49.95,10.46,50.0,225.0
7470526,50.05,0.0,50.0,225.0
7471049,50.2,0.0,50.0,225.0
7471575,50.28,0.0,50.0,225.0
7472097,50.3,0.0,50.0,225.0
7472621,50.2,0.0,50.0,225.0
7473144,50.12,0.0,50.0,225.0
7473667,50.06,0.0,50.0,225.0
7474190,49.95,11.63,50.0,225.0
7474713,49.84,35.07,50.0,225.0
7475236,49.72,62.02,50.0,225.0
7475759,49.6,88.97,50.0,225.0
7476282,49.55,100.0,50.0,225.0
7476805,49.43,100.0,50.0,225.0
7477328,49.41,100.0,50.0,225.0
7477852,49.33,100.0,50.0,225.0
7478375,49.34,100.0,50.0,225.0
7478898,49.53,100.0,50.0,225.0
7479427,49.78,50.3,50.0,225.0
7479950,49.94,12.8,50.0,225.0
7480473,50.05,0.0,50.0,225.0
7480996,50.18,0.0,50.0,225.0
7481520,50.27,0.0,50.0,225.0
7482043,50.29,0.0,50.0,225.0
7482565,50.23,0.0,50.0,225.0
7483088,50.16,0.0,50.0,225.0
7483612,50.08,0.0,50.0,225.0
7484134,49.98,4.6,50.0,225.0
7484657,49.86,30.38,50.0,225.0
7485180,49.7,66.71,50.0,225.0
7485703,49.62,85.46,50.0,225.0
7486226,49.52,100.0,50.0,225.0
7486749,49.48,100.0,50.0,225.0
7487273,49.38,100.0,50.0,225.0
7487798,49.25,100.0,50.0,225.0
7488321,49.27,100.0,50.0,225.0
7488845,49.45,100.0,50.0,225.0
7489368,49.69,69.05,50.0,225.0
7489891,49.92,17.49,50.0,225.0
7490414,50.03,0.0,50.0,225.0
7490937,50.18,0.0,50.0,225.0
7491460,50.23,0.0,50.0,225.0
7491983,50.22,0.0,50.0,225.0
7492507,50.19,0.0,50.0,225.0
7493031,50.07,0.0,50.0,225.0
7493554,50.05,0.0,50.0,225.0
7494077,49.93,15.14,50.0,225.0
7494599,49.79,47.96,50.0,225.0
7495122,49.69,70.22,50.0,225.0
7495647,49.54,100.0,50.0,225.0
7496170,49.49,100.0,50.0,225.0
7496693,49.44,100.0,50.0,225.0
7497216,49.29,100.0,50.0,225.0
7497739,49.17,100.0,50.0,225.0
7498262,49.31,100.0,50.0,225.0
7498785,49.51,100.0,50.0,225.0
7499309,49.79,47.96,50.0,225.0
7499832,49.92,18.66,50.0,225.0
7500355,50.16,0.0,50.0,225.0
7500878,50.31,0.0,50.0,225.0
7501401,50.43,0.0,50.0,225.0
7501924,50.43,0.0,50.0,225.0
7502447,50.35,0.0,50.0,225.0
7502970,50.23,0.0,50.0,225.0
7503495,50.17,0.0,50.0,225.0
7504018,50.04,0.0,50.0,225.0
7504541,49.94,12.8,50.0,225.0
7505064,49.82,39.75,50.0,225.0
7505587,49.67,73.74,50.0,225.0
7506110,49.57,96.0,50.0,225.0
7506633,49.52,100.0,50.0,225.0
7507156,49.45,100.0,50.0,225.0
7507679,49.35,100.0,50.0,225.0
7508203,49.23,100.0,50.0,225.0
7508726,49.42,100.0,50.0,225.0
7509249,49.55,100.0,50.0,225.0
7509772,49.65,79.6,50.0,225.0
7510295,49.89,24.52,50.0,225.0
7510818,50.06,0.0,50.0,225.0
7511344,50.2,0.0,50.0,225.0
7511866,50.3,0.0,50.0,225.0
7512390,50.31,0.0,50.0,225.0
7512913,50.29,0.0,50.0,225.0
7513436,50.19,0.0,50.0,225.0
7513960,50.1,0.0,50.0,225.0
7514483,49.97,5.77,50.0,225.0
7515006,49.86,31.55,50.0,225.0
7515529,49.73,60.85,50.0,225.0
7516051,49.64,81.94,50.0,225.0
7516574,49.56,99.52,50.0,225.0
7517097,49.47,100.0,50.0,225.0
7517621,49.34,100.0,50.0,225.0
7518144,49.3,100.0,50.0,225.0
7518667,49.36,100.0,50.0,225.0
7519192,49.52,100.0,50.0,225.0
7519715,49.61,87.8,50.0,225.0
7520238,49.81,42.1,50.0,225.0
7520761,50.01,0.0,50.0,225.0
7521284,50.18,0.0,50.0,225.0
7521807,50.25,0.0,50.0,225.0
7522330,50.29,0.0,50.0,225.0
7522854,50.28,0.0,50.0,225.0
7523377,50.2,0.0,50.0,225.0
7523900,50.12,0.0,50.0,225.0
7524424,49.98,4.6,50.0,225.0
7524947,49.87,29.21,50.0,225.0
7525470,49.77,52.64,50.0,225.0
7525993,49.69,69.05,50.0,225.0
7526516,49.6,88.97,50.0,225.0
7527042,49.51,100.0,50.0,225.0
7527565,49.43,100.0,50.0,225.0
7528088,49.27,100.0,50.0,225.0
7528611,49.31,100.0,50.0,225.0
7529134,49.48,100.0,50.0,225.0
7529657,49.61,87.8,50.0,225.0
7530181,49.86,30.38,50.0,225.0
7530704,50.09,0.0,50.0,225.0
7531227,50.22,0.0,50.0,225.0
7531750,50.32,0.0,50.0,225.0
7532272,50.34,0.0,50.0,225.0
7532796,50.31,0.0,50.0,225.0
7533320,50.26,0.0,50.0,225.0
7533843,50.13,0.0,50.0,225.0
7534365,50.04,0.0,50.0,225.0
7534891,49.95,10.46,50.0,225.0
7535414,49.79,46.78,50.0,225.0
7535937,49.72,62.02,50.0,225.0
7536460,49.59,92.49,50.0,225.0
7536983,49.54,100.0,50.0,225.0
7537506,49.42,100.0,50.0,225.0
7538029,49.35,100.0,50.0,225.0
7538552,49.28,100.0,50.0,225.0
7539075,49.35,100.0,50.0,225.0
7539598,49.55,100.0,50.0,225.0
7540121,49.82,40.93,50.0,225.0
7540644,49.97,6.94,50.0,225.0
7541167,50.12,0.0,50.0,225.0
7541690,50.26,0.0,50.0,225.0
7542212,50.3,0.0,50.0,225.0
7542742,50.32,0.0,50.0,225.0
7543265,50.28,0.0,50.0,225.0
7543788,50.19,0.0,50.0,225.0
7544311,50.06,0.0,50.0,225.0
7544834,49.97,5.77,50.0,225.0
7545358,49.86,30.38,50.0,225.0
7545881,49.8,44.44,50.0,225.0
7546404,49.68,71.39,50.0,225.0
7546927,49.56,98.35,50.0,225.0
7547450,49.46,100.0,50.0,225.0
7547973,49.4,100.0,50.0,225.0
7548496,49.25,100.0,50.0,225.0
7549019,49.25,100.0,50.0,225.0
7549542,49.43,100.0,50.0,225.0
7550064,49.59,92.49,50.0,225.0
7550589,49.82,39.75,50.0,225.0
7551112,50.01,0.0,50.0,225.0
7551635,50.2,0.0,50.0,225.0
7552158,50.28,0.0,50.0,225.0
7552681,50.36,0.0,50.0,225.0
7553204,50.33,0.0,50.0,225.0
7553727,50.23,0.0,50.0,225.0
7554251,50.12,0.0,50.0,225.0
7554774,50.0,1.08,50.0,225.0
7555297,49.88,26.86,50.0,225.0
7555820,49.82,40.93,50.0,225.0
7556343,49.68,72.57,50.0,225.0
7556866,49.56,99.52,50.0,225.0
7557389,49.51,100.0,50.0,225.0
7557912,49.43,100.0,50.0,225.0
7558435,49.33,100.0,50.0,225.0
7558960,49.31,100.0,50.0,225.0
7559483,49.35,100.0,50.0,225.0
7560005,49.55,100.0,50.0,225.0
7560529,49.77,52.64,50.0,225.0
7561052,50.05,0.0,50.0,225.0
7561575,50.26,0.0,50.0,225.0
7562099,50.31,0.0,50.0,225.0
7562621,50.46,0.0,50.0,225.0
7563144,50.49,0.0,50.0,225.0
7563667,50.41,0.0,50.0,225.0
7564190,50.28,0.0,50.0,225.0
7564713,50.14,0.0,50.0,225.0
7565236,50.07,0.0,50.0,225.0
7565759,49.94,12.8,50.0,225.0
7566282,49.82,40.93,50.0,225.0
7566808,49.69,69.05,50.0,225.0
7567330,49.61,87.8,50.0,225.0
7567854,49.47,100.0,50.0,225.0
7568377,49.41,100.0,50.0,225.0
7568899,49.36,100.0,50.0,225.0
7569422,49.26,100.0,50.0,225.0
7569946,49.38,100.0,50.0,225.0
7570469,49.53,100.0,50.0,225.0
7570992,49.78,49.13,50.0,225.0
7571515,50.02,0.0,50.0,225.0
7572039,50.1,0.0,50.0,225.0
7572561,50.3,0.0,50.0,225.0
7573085,50.4,0.0,50.0,225.0
7573608,50.38,0.0,50.0,225.0
7574131,50.31,0.0,50.0,225.0
7574656,50.16,0.0,50.0,225.0
7575178,50.11,0.0,50.0,225.0
7575701,49.97,5.77,50.0,225.0
7576224,49.9,23.35,50.0,225.0
7576747,49.75,56.16,50.0,225.0
7577270,49.61,87.8,50.0,225.0
7577794,49.51,100.0,50.0,225.0
7578316,49.46,100.0,50.0,225.0
7578839,49.37,100.0,50.0,225.0
7579362,49.3,100.0,50.0,225.0
7579885,49.21,100.0,50.0,225.0
7580408,49.39,100.0,50.0,225.0
7580931,49.6,90.14,50.0,225.0
7581454,49.75,56.16,50.0,225.0
7581977,49.96,8.11,50.0,225.0
7582502,50.12,0.0,50.0,225.0
7583024,50.18,0.0,50.0,225.0
7583547,50.24,0.0,50.0,225.0
7584070,50.21,0.0,50.0,225.0
7584593,50.1,0.0,50.0,225.0
7585116,50.04,0.0,50.0,225.0
7585639,49.91,19.83,50.0,225.0
7586162,49.8,45.61,50.0,225.0
7586685,49.67,73.74,50.0,225.0
7587208,49.53,100.0,50.0,225.0
7587731,49.48,100.0,50.0,225.0
7588254,49.45,100.0,50.0,225.0
7588777,49.36,100.0,50.0,225.0
7589300,49.26,100.0,50.0,225.0
7589823,49.41,100.0,50.0,225.0
7590348,49.65,79.6,50.0,225.0
7590872,49.86,31.55,50.0,225.0
7591395,50.0,0.0,50.0,225.0
7591917,50.16,0.0,50.0,225.0
7592440,50.19,0.0,50.0,225.0
7592963,50.2,0.0,50.0,225.0
7593486,50.13,0.0,50.0,225.0
7594009,50.04,0.0,50.0,225.0
7594532,49.95,10.46,50.0,225.0
7595055,49.83,37.41,50.0,225.0
7595578,49.71,64.36,50.0,225.0
7596101,49.63,84.28,50.0,225.0
7596623,49.51,100.0,50.0,225.0
7597146,49.4,100.0,50.0,225.0
7597669,49.39,100.0,50.0,225.0
7598195,49.31,100.0,50.0,225.0
7598717,49.39,100.0,50.0,225.0
7599240,49.59,91.32,50.0,225.0
7599763,49.88,26.86,50.0,225.0
7600286,50.08,0.0,50.0,225.0
7600808,50.18,0.0,50.0,225.0
7601332,50.29,0.0,50.0,225.0
7601855,50.41,0.0,50.0,225.0
7602378,50.32,0.0,50.0,225.0
7602901,50.23,0.0,50.0,225.0
7603424,50.08,0.0,50.0,225.0
7603947,49.98,4.6,50.0,225.0
7604470,49.91,19.83,50.0,225.0
7604993,49.78,50.3,50.0,225.0
7605516,49.66,76.08,50.0,225.0
7606045,49.51,100.0,50.0,225.0
7606568,49.45,100.0,50.0,225.0
7607091,49.33,100.0,50.0,225.0
7607614,49.31,100.0,50.0,225.0
7608136,49.2,100.0,50.0,225.0
7608659,49.34,100.0,50.0,225.0
7609183,49.56,99.52,50.0,225.0
7609705,49.76,54.99,50.0,225.0
7610228,49.96,9.28,50.0,225.0
7610751,50.15,0.0,50.0,225.0
7611274,50.26,0.0,50.0,225.0
7611797,50.38,0.0,50.0,225.0
7612319,50.39,0.0,50.0,225.0
7612843,50.28,0.0,50.0,225.0
7613366,50.19,0.0,50.0,225.0
7613891,50.04,0.0,50.0,225.0
7614414,49.99,2.25,50.0,225.0
7614937,49.88,28.03,50.0,225.0
7615461,49.77,52.64,50.0,225.0
7615984,49.63,83.11,50.0,225.0
7616507,49.53,100.0,50.0,225.0
7617029,49.46,100.0,50.0,225.0
7617553,49.42,100.0,50.0,225.0
7618077,49.35,100.0,50.0,225.0
7618599,49.32,100.0,50.0,225.0
7619122,49.51,100.0,50.0,225.0
7619646,49.7,66.71,50.0,225.0
